27.4607,,,,,,14.3499,,,
26.9819,,7889.55571,,,,13.715,,11677.18434,
26.8092,,21.02567968,21.6746036,,,12.9995,,15.29207698,15.69514024
27.421,,,,,,12.7085,,,
28.2356,,,,,,12.5883,,,
27.6214,,,,,,12.3472,,,
27.3763,,,,,,12.1048,,,
26.5296,,,,,,12.1367,,,
27.3789,,,,,,12.9284,,,
25.8317,,,,,,14.1804,,,
25.857,,,,,,15.7984,,,
27.9558,,,,,,18.7416,,,
28.9766,,,,,,18.8737,,,
29.9182,,,,,,19.5081,,,
28.8977,,,,,,20.4745,,,
28.0824,,,,,,20.1451,,,
26.8986,,,,,,18.5105,,,
28.7724,,,,,,17.3218,,,
25.9151,,,,,,15.8981,,,
27.1961,,,,,,15.5711,,,
26.42,,,,,,15.8745,,,
26.1211,,,,,,16.0284,,,
25.4835,,,,,,16.077,,,
25.8645,,,,,,16.1595,,,
25.6595,,,,,,15.6547,,,
26.0692,,,,,,15.5917,,,
26.5571,,,,,,15.7341,,,
26.4031,,,,,,15.6638,,,
26.0737,,,,,,15.5908,,,
26.396,,,,,,15.4045,,,
24.6804,,,,,,15.4808,,,
26.2298,,,,,,15.3353,,,
26.2975,,,,,,15.8421,,,
25.8388,,,,,,17.1391,,,
25.8763,,,,,,19.6953,,,
26.104,,,,,,22.8502,,,
26.1354,,,,,,22.4712,,,
23.7493,,,,,,23.0429,,,
24.2824,,,,,,23.1417,,,
20.8887,,,,,,21.5686,,,
20.4351,,,,,,20.7965,,,
21.9713,,,,,,18.9419,,,
22.3546,,,,,,17.9713,,,
23.8913,,,,,,17.179,,,
23.8351,,,,,,16.6338,,,
25.7085,,,,,,16.079,,,
26.1074,,,,,,15.7952,,,
24.2046,,,,,,15.6597,,,
19.1077,,,,,,15.3627,,,
22.0984,,,,,,15.3953,,,
22.1276,,,,,,15.1764,,,
21.951,,,,,,14.9709,,,
24.2419,,,,,,14.6593,,,
23.3034,,,,,,14.2778,,,
21.4272,,,,,,14.1791,,,
21.2605,,,,,,13.8095,,,
21.1759,,,,,,14.2209,,,
21.8763,,,,,,14.9149,,,
22.1931,,,,,,15.8553,,,
22.0955,,,,,,16.7772,,,
22.6414,,,,,,17.6728,,,
22.65,,,,,,19.2939,,,
17.6216,,,,,,19.1435,,,
20.2325,,,,,,18.5125,,,
20.7564,,,,,,18.0626,,,
20.1777,,,,,,16.7659,,,
19.052,,,,,,14.7256,,,
18.4901,,,,,,13.7759,,,
19.6111,,,,,,14.0194,,,
20.4573,,,,,,14.3316,,,
21.8866,,,,,,14.6126,,,
22.1258,,,,,,14.7672,,,
22.3866,,,,,,14.6809,,,
21.0558,,,,,,14.8577,,,
21.5543,,,,,,14.5892,,,
22.0104,,,,,,14.2767,,,
21.7455,,,,,,13.7182,,,
21.8125,,,,,,13.7983,,,
21.5653,,,,,,13.8919,,,
22.2023,,,,,,13.7078,,,
21.354,,,,,,13.9612,,,
21.5574,,,,,,14.3172,,,
21.8004,,,,,,15.4085,,,
21.6782,,,,,,19.0843,,,
20.842,,,,,,21.6769,,,
20.2356,,,,,,22.2875,,,
20.1238,,,,,,18.6524,,,
21.3925,,,,,,18.0255,,,
22.0885,,,,,,16.7935,,,
23.4195,,,,,,16.1302,,,
22.5291,,,,,,15.2165,,,
14.5943,,,,,,15.2558,,,
12.2828,,,,,,15.6985,,,
17.6545,,,,,,15.7972,,,
13.8068,,,,,,15.6954,,,
14.6115,,,,,,15.5306,,,
16.3365,,,,,,15.6089,,,
16.9185,,,,,,15.5825,,,
14.7866,,,,,,15.4389,,,
14.1285,,,,,,15.4443,,,
14.2189,,,,,,15.4757,,,
13.087,,,,,,15.4227,,,
10.8935,,,,,,15.5845,,,
10.9086,,,,,,15.0574,,,
14.5488,,,,,,15.6201,,,
12.4326,,,,,,17.7729,,,
9.21264,,,,,,21.4958,,,
9.18922,,,,,,23.4847,,,
14.0101,,,,,,20.721,,,
15.0406,,,,,,20.1534,,,
13.3701,,,,,,20.372,,,
14.5516,,,,,,19.0447,,,
14.1477,,,,,,17.11,,,
13.4441,,,,,,16.454,,,
13.198,,,,,,15.6095,,,
13.4331,,,,,,15.1172,,,
14.0703,,,,,,15.438,,,
14.3662,,,,,,14.97,,,
12.1112,,,,,,15.1225,,,
10.5185,,,,,,15.3329,,,
12.9995,,,,,,15.0727,,,
15.7341,,,,,,15.2577,,,
15.1764,,,,,,15.0054,,,
14.5892,,,,,,15.2141,,,
15.4389,,,,,,15.1409,,,
15.0054,,,,,,15.2933,,,
16.8822,,,,,,15.6822,,,
16.4028,,,,,,15.3188,,,
17.2757,,,,,,17.27,,,
16.6142,,,,,,20.0379,,,
15.6811,,,,,,21.5654,,,
16.4079,,,,,,22.6024,,,
17.5117,,,,,,23.8361,,,
20.9195,,,,,,24.5186,,,
19.8847,,,,,,25.307,,,
10.1034,,,,,,26.0267,,,
9.81622,,,,,,21.7507,,,
11.3969,,,,,,20.8246,,,
12.0629,,,,,,18.7803,,,
15.9469,,,,,,19.0307,,,
15.0929,,,,,,18.4465,,,
15.2872,,,,,,18.0001,,,
