Time,generation,power(W),Irradiance (W/m2),Area
1/9/2022 0:00,0.0,0.0,18.61913333,186.057216
1/9/2022 0:15,0.0,0.0,19.18526667,186.057216
1/9/2022 0:30,0.0,0.0,19.8244,186.057216
1/9/2022 0:45,0.0,0.0,20.10293333,186.057216
1/9/2022 1:00,0.0,0.0,20.19786667,186.057216
1/9/2022 1:15,0.0,0.0,20.26393333,186.057216
1/9/2022 1:30,0.0,0.0,20.4042,186.057216
1/9/2022 1:45,0.0,0.0,20.10993333,186.057216
1/9/2022 2:00,0.0,0.0,19.98473333,186.057216
1/9/2022 2:15,0.0,0.0,19.97093333,186.057216
1/9/2022 2:30,0.0,0.0,20.25013333,186.057216
1/9/2022 2:45,0.0,0.0,20.41926667,186.057216
1/9/2022 3:00,0.0,0.0,20.42706667,186.057216
1/9/2022 3:15,0.0,0.0,20.39773333,186.057216
1/9/2022 3:30,0.0,0.0,20.32513333,186.057216
1/9/2022 3:45,0.0,0.0,20.27346667,186.057216
1/9/2022 4:00,0.0,0.0,20.50126667,186.057216
1/9/2022 4:15,0.0,0.0,20.75153333,186.057216
1/9/2022 4:30,0.0,0.0,20.83193333,186.057216
1/9/2022 4:45,0.0,0.0,20.8242,186.057216
1/9/2022 5:00,0.0,0.0,20.6846,186.057216
1/9/2022 5:15,0.0,0.0,20.54513333,186.057216
1/9/2022 5:30,0.0,0.0,20.7588,186.057216
1/9/2022 5:45,0.0,0.0,21.11173333,186.057216
1/9/2022 6:00,0.0,11.401376,24.1488,186.057216
1/9/2022 6:15,0.055,283.07745,33.92193333,186.057216
1/9/2022 6:30,0.193,884.07587,55.41593333,186.057216
1/9/2022 6:45,0.335,1359.5635,87.18393333,186.057216
1/9/2022 7:00,0.472,1937.1775,120.0086667,186.057216
1/9/2022 7:15,0.719,2955.9165,172.7806667,186.057216
1/9/2022 7:30,0.979,4000.5903,223.5126667,186.057216
1/9/2022 7:45,1.264,5083.8066,271.164,186.057216
1/9/2022 8:00,1.528,6152.474,318.7646667,186.057216
1/9/2022 8:15,1.869,7630.366,364.8773333,186.057216
1/9/2022 8:30,2.381,9503.479,406.214,186.057216
1/9/2022 8:45,2.821,11341.733,454.456,186.057216
1/9/2022 9:00,3.363,14055.776,477.902,186.057216
1/9/2022 9:15,2.887,9825.396,463.676,186.057216
1/9/2022 9:30,4.326,17507.139,522.4426667,186.057216
1/9/2022 9:45,4.84,18188.98,613.5066667,186.057216
1/9/2022 10:00,4.731,18859.184,632.1373333,186.057216
1/9/2022 10:15,5.723,22246.22,663.1346667,186.057216
1/9/2022 10:30,5.803,22652.06,675.41,186.057216
1/9/2022 10:45,6.103,23649.725,697.8113333,186.057216
1/9/2022 11:00,6.249,24538.818,706.5913333,186.057216
1/9/2022 11:15,6.545,25408.422,670.9533333,186.057216
1/9/2022 11:30,6.55,25961.404,735.4413333,186.057216
1/9/2022 11:45,6.147,23352.75,741.4646667,186.057216
1/9/2022 12:00,7.143,27817.377,758.1706667,186.057216
1/9/2022 12:15,7.004,28251.475,756.6833333,186.057216
1/9/2022 12:30,7.525,29543.018,668.8,186.057216
1/9/2022 12:45,6.301,25639.58,709.4266667,186.057216
1/9/2022 13:00,6.131,25439.215,762.0853333,186.057216
1/9/2022 13:15,6.916,24387.553,732.2486667,186.057216
1/9/2022 13:30,5.0,19995.713,649.0086667,186.057216
1/9/2022 13:45,5.732,27485.596,756.752,186.057216
1/9/2022 14:00,4.33,11570.575,584.1026667,186.057216
1/9/2022 14:15,4.798,22514.479,454.448,186.057216
1/9/2022 14:30,3.536,12291.54,456.254,186.057216
1/9/2022 14:45,3.519,14550.692,350.3066667,186.057216
1/9/2022 15:00,4.23,13869.47,267.962,186.057216
1/9/2022 15:15,2.734,9729.852,320.3313333,186.057216
1/9/2022 15:30,1.196,4190.107,162.9513333,186.057216
1/9/2022 15:45,0.471,1293.3192,79.55,186.057216
1/9/2022 16:00,0.046,266.5216,25.0626,186.057216
1/9/2022 16:15,0.357,1686.6356,48.852,186.057216
1/9/2022 16:30,0.535,1913.3796,67.5458,186.057216
1/9/2022 16:45,0.466,2050.3765,54.99366667,186.057216
1/9/2022 17:00,0.555,1960.8336,72.21433333,186.057216
1/9/2022 17:15,0.442,1600.7412,61.04566667,186.057216
1/9/2022 17:30,0.287,1012.4942,45.7336,186.057216
1/9/2022 17:45,0.207,795.2486,38.46386667,186.057216
1/9/2022 18:00,0.128,432.1978,31.00926667,186.057216
1/9/2022 18:15,0.033,86.46792,21.81753333,186.057216
1/9/2022 18:30,0.0,1.3108598,15.4716,186.057216
1/9/2022 18:45,0.0,0.0,12.626,186.057216
1/9/2022 19:00,0.0,0.0,12.4422,186.057216
1/9/2022 19:15,0.0,0.0,12.56706667,186.057216
1/9/2022 19:30,0.0,0.0,12.58133333,186.057216
1/9/2022 19:45,0.0,0.0,12.62613333,186.057216
1/9/2022 20:00,0.0,0.0,13.00826667,186.057216
1/9/2022 20:15,0.0,0.0,13.2658,186.057216
1/9/2022 20:30,0.0,0.0,13.50073333,186.057216
1/9/2022 20:45,0.0,0.0,13.736,186.057216
1/9/2022 21:00,0.0,0.0,14.3314,186.057216
1/9/2022 21:15,0.0,0.0,14.339,186.057216
1/9/2022 21:30,0.0,0.0,14.69953333,186.057216
1/9/2022 21:45,0.0,0.0,14.92,186.057216
1/9/2022 22:00,0.0,0.0,15.02273333,186.057216
1/9/2022 22:15,0.0,0.0,15.33826667,186.057216
1/9/2022 22:30,0.0,0.0,15.38986667,186.057216
1/9/2022 22:45,0.0,0.0,15.67786667,186.057216
1/9/2022 23:00,0.0,0.0,15.87613333,186.057216
1/9/2022 23:15,0.0,0.0,15.884,186.057216
1/9/2022 23:30,0.0,0.0,15.8836,186.057216
1/9/2022 23:45,0.0,0.0,15.89093333,186.057216
2/9/2022 0:00,0.0,0.0,15.95733333,186.057216
2/9/2022 0:15,0.0,0.0,16.3688,186.057216
2/9/2022 0:30,0.0,0.0,16.854,186.057216
2/9/2022 0:45,0.0,0.0,17.13353333,186.057216
2/9/2022 1:00,0.0,0.0,17.2068,186.057216
2/9/2022 1:15,0.0,0.0,17.19213333,186.057216
2/9/2022 1:30,0.0,0.0,17.2364,186.057216
2/9/2022 1:45,0.0,0.0,17.31686667,186.057216
2/9/2022 2:00,0.0,0.0,17.47886667,186.057216
2/9/2022 2:15,0.0,0.0,17.61146667,186.057216
2/9/2022 2:30,0.0,0.0,17.66246667,186.057216
2/9/2022 2:45,0.0,0.0,17.8682,186.057216
2/9/2022 3:00,0.0,0.0,17.90546667,186.057216
2/9/2022 3:15,0.0,0.0,18.023,186.057216
2/9/2022 3:30,0.0,0.0,18.11833333,186.057216
2/9/2022 3:45,0.0,0.0,18.24333333,186.057216
2/9/2022 4:00,0.0,0.0,18.56706667,186.057216
2/9/2022 4:15,0.0,0.0,18.6408,186.057216
2/9/2022 4:30,0.0,0.0,18.48566667,186.057216
2/9/2022 4:45,0.0,0.0,18.87493333,186.057216
2/9/2022 5:00,0.0,0.0,19.19153333,186.057216
2/9/2022 5:15,0.0,0.0,19.24353333,186.057216
2/9/2022 5:30,0.0,0.0,19.32386667,186.057216
2/9/2022 5:45,0.0,0.0,19.36833333,186.057216
2/9/2022 6:00,0.0,0.0,20.4426,186.057216
2/9/2022 6:15,0.041,257.04,29.44406667,186.057216
2/9/2022 6:30,0.219,973.7749,47.416,186.057216
2/9/2022 6:45,0.402,1655.7706,65.77713333,186.057216
2/9/2022 7:00,0.452,1793.8796,74.44013333,186.057216
2/9/2022 7:15,0.64,2654.8865,93.26926667,186.057216
2/9/2022 7:30,0.863,3475.7537,116.1526667,186.057216
2/9/2022 7:45,1.099,4489.3706,145.8186667,186.057216
2/9/2022 8:00,1.568,6422.47,203.5413333,186.057216
2/9/2022 8:15,1.923,7597.4717,244.5033333,186.057216
2/9/2022 8:30,2.0,7917.832,247.2533333,186.057216
2/9/2022 8:45,2.066,7923.569,262.5793333,186.057216
2/9/2022 9:00,2.665,12106.012,332.4653333,186.057216
2/9/2022 9:15,2.983,12265.44,376.9113333,186.057216
2/9/2022 9:30,3.351,13384.701,382.764,186.057216
2/9/2022 9:45,3.513,13467.366,379.87,186.057216
2/9/2022 10:00,3.292,11629.395,390.19,186.057216
2/9/2022 10:15,4.071,14742.088,444.658,186.057216
2/9/2022 10:30,4.485,15513.312,545.4106667,186.057216
2/9/2022 10:45,4.516,19926.088,585.9573333,186.057216
2/9/2022 11:00,5.309,21026.814,597.2426667,186.057216
2/9/2022 11:15,5.35,20962.086,604.3213333,186.057216
2/9/2022 11:30,5.556,21605.635,601.2833333,186.057216
2/9/2022 11:45,5.507,21382.955,575.1313333,186.057216
2/9/2022 12:00,5.642,21145.322,649.032,186.057216
2/9/2022 12:15,3.881,17534.543,490.6673333,186.057216
2/9/2022 12:30,4.41,17355.19,489.01,186.057216
2/9/2022 12:45,5.287,21602.602,502.7093333,186.057216
2/9/2022 13:00,5.386,18248.285,540.9953333,186.057216
2/9/2022 13:15,5.281,21364.11,517.1026667,186.057216
2/9/2022 13:30,5.456,21798.799,554.0553333,186.057216
2/9/2022 13:45,5.516,21580.162,550.9146667,186.057216
2/9/2022 14:00,5.27,20995.982,558.1506667,186.057216
2/9/2022 14:15,5.327,17824.795,562.002,186.057216
2/9/2022 14:30,5.445,21121.096,562.136,186.057216
2/9/2022 14:45,5.061,19937.627,591.5433333,186.057216
2/9/2022 15:00,4.532,19286.283,487.768,186.057216
2/9/2022 15:15,4.735,18316.396,557.79,186.057216
2/9/2022 15:30,3.879,14850.917,468.39,186.057216
2/9/2022 15:45,3.57,14317.389,450.73,186.057216
2/9/2022 16:00,3.072,12133.409,397.0493333,186.057216
2/9/2022 16:15,2.661,10036.508,341.816,186.057216
2/9/2022 16:30,2.099,7802.0728,275.6213333,186.057216
2/9/2022 16:45,1.788,6838.0093,234.9526667,186.057216
2/9/2022 17:00,1.547,5923.1943,207.8413333,186.057216
2/9/2022 17:15,1.26,4618.9907,125.2716667,186.057216
2/9/2022 17:30,0.616,1984.9287,68.00233333,186.057216
2/9/2022 17:45,0.447,1712.2281,63.44293333,186.057216
2/9/2022 18:00,0.248,830.3129,45.53053333,186.057216
2/9/2022 18:15,0.107,330.7172,32.50426667,186.057216
2/9/2022 18:30,0.0,10.645433,21.59693333,186.057216
2/9/2022 18:45,0.0,0.0,16.9744,186.057216
2/9/2022 19:00,0.0,0.0,15.89386667,186.057216
2/9/2022 19:15,0.0,0.0,16.27706667,186.057216
2/9/2022 19:30,0.0,0.0,16.505,186.057216
2/9/2022 19:45,0.0,0.0,16.55693333,186.057216
2/9/2022 20:00,0.0,0.0,17.02806667,186.057216
2/9/2022 20:15,0.0,0.0,17.624,186.057216
2/9/2022 20:30,0.0,0.0,17.78573333,186.057216
2/9/2022 20:45,0.0,0.0,17.85206667,186.057216
2/9/2022 21:00,0.0,0.0,17.86666667,186.057216
2/9/2022 21:15,0.0,0.0,17.9108,186.057216
2/9/2022 21:30,0.0,0.0,18.34466667,186.057216
2/9/2022 21:45,0.0,0.0,18.529,186.057216
2/9/2022 22:00,0.0,0.0,18.55086667,186.057216
2/9/2022 22:15,0.0,0.0,18.54353333,186.057216
2/9/2022 22:30,0.0,0.0,18.60266667,186.057216
2/9/2022 22:45,0.0,0.0,18.63193333,186.057216
2/9/2022 23:00,0.0,0.0,19.08826667,186.057216
2/9/2022 23:15,0.0,0.0,19.50033333,186.057216
2/9/2022 23:30,0.0,0.0,19.57506667,186.057216
2/9/2022 23:45,0.0,0.0,19.8104,186.057216
3/9/2022 0:00,0.0,0.0,19.97246667,186.057216
3/9/2022 0:15,0.0,0.0,20.39193333,186.057216
3/9/2022 0:30,0.0,0.0,20.48746667,186.057216
3/9/2022 0:45,0.0,0.0,20.516,186.057216
3/9/2022 1:00,0.0,0.0,20.51613333,186.057216
3/9/2022 1:15,0.0,0.0,20.37626667,186.057216
3/9/2022 1:30,0.0,0.0,20.58173333,186.057216
3/9/2022 1:45,0.0,0.0,20.81013333,186.057216
3/9/2022 2:00,0.0,0.0,21.08233333,186.057216
3/9/2022 2:15,0.0,0.0,21.10433333,186.057216
3/9/2022 2:30,0.0,0.0,21.17766667,186.057216
3/9/2022 2:45,0.0,0.0,21.17793333,186.057216
3/9/2022 3:00,0.0,0.0,21.22093333,186.057216
3/9/2022 3:15,0.0,0.0,21.22106667,186.057216
3/9/2022 3:30,0.0,0.0,21.258,186.057216
3/9/2022 3:45,0.0,0.0,21.38406667,186.057216
3/9/2022 4:00,0.0,0.0,21.64853333,186.057216
3/9/2022 4:15,0.0,0.0,21.7516,186.057216
3/9/2022 4:30,0.0,0.0,21.8332,186.057216
3/9/2022 4:45,0.0,0.0,21.84766667,186.057216
3/9/2022 5:00,0.0,0.0,21.83986667,186.057216
3/9/2022 5:15,0.0,0.0,21.84033333,186.057216
3/9/2022 5:30,0.0,0.0,21.84813333,186.057216
3/9/2022 5:45,0.0,0.0,22.44373333,186.057216
3/9/2022 6:00,0.0,2.6969988,26.1138,186.057216
3/9/2022 6:15,0.068,358.7985,37.80733333,186.057216
3/9/2022 6:30,0.218,957.98895,62.8718,186.057216
3/9/2022 6:45,0.391,1626.7971,98.33346667,186.057216
3/9/2022 7:00,0.556,2279.2107,137.2766667,186.057216
3/9/2022 7:15,0.744,3040.258,178.8433333,186.057216
3/9/2022 7:30,0.967,3906.761,221.618,186.057216
3/9/2022 7:45,1.244,5074.5454,273.75,186.057216
3/9/2022 8:00,1.484,5930.349,323.6653333,186.057216
3/9/2022 8:15,1.84,7465.9277,369.656,186.057216
3/9/2022 8:30,2.365,9520.011,411.556,186.057216
3/9/2022 8:45,2.877,11553.923,453.6093333,186.057216
3/9/2022 9:00,3.543,14200.312,492.5986667,186.057216
3/9/2022 9:15,4.092,16147.196,530.6273333,186.057216
3/9/2022 9:30,4.492,17705.967,564.7806667,186.057216
3/9/2022 9:45,4.953,19382.27,597.8886667,186.057216
3/9/2022 10:00,5.259,20598.371,628.7326667,186.057216
3/9/2022 10:15,5.613,22040.352,651.0366667,186.057216
3/9/2022 10:30,5.897,23092.201,677.764,186.057216
3/9/2022 10:45,6.147,24024.418,697.3126667,186.057216
3/9/2022 11:00,6.344,24763.23,718.5413333,186.057216
3/9/2022 11:15,6.543,25516.23,733.51,186.057216
3/9/2022 11:30,6.822,26688.383,736.3893333,186.057216
3/9/2022 11:45,7.158,28036.604,739.0473333,186.057216
3/9/2022 12:00,7.37,28596.34,749.0106667,186.057216
3/9/2022 12:15,7.299,28329.354,749.9193333,186.057216
3/9/2022 12:30,7.265,28197.594,746.436,186.057216
3/9/2022 12:45,7.229,27961.06,734.78,186.057216
3/9/2022 13:00,7.118,27588.93,725.5973333,186.057216
3/9/2022 13:15,7.02,27377.416,713.928,186.057216
3/9/2022 13:30,6.928,26728.586,701.2526667,186.057216
3/9/2022 13:45,6.657,25607.457,687.4593333,186.057216
3/9/2022 14:00,6.222,23785.705,665.0973333,186.057216
3/9/2022 14:15,5.819,22538.639,634.8173333,186.057216
3/9/2022 14:30,5.504,21266.682,601.438,186.057216
3/9/2022 14:45,5.087,19505.492,571.362,186.057216
3/9/2022 15:00,4.677,17813.373,535.468,186.057216
3/9/2022 15:15,4.256,16257.121,497.398,186.057216
3/9/2022 15:30,3.795,14411.575,456.5486667,186.057216
3/9/2022 15:45,3.389,12800.772,421.3446667,186.057216
3/9/2022 16:00,2.891,10936.819,373.0266667,186.057216
3/9/2022 16:15,2.512,9559.516,329.2373333,186.057216
3/9/2022 16:30,2.18,8203.949,291.1506667,186.057216
3/9/2022 16:45,1.743,6509.147,242.3413333,186.057216
3/9/2022 17:00,1.324,4881.967,196.4906667,186.057216
3/9/2022 17:15,0.98,3564.3838,113.607,186.057216
3/9/2022 17:30,0.446,1436.2697,49.56633333,186.057216
3/9/2022 17:45,0.242,847.39923,37.90566667,186.057216
3/9/2022 18:00,0.155,569.81323,31.07186667,186.057216
3/9/2022 18:15,0.061,162.97514,23.17753333,186.057216
3/9/2022 18:30,0.0,1.7056776,14.92233333,186.057216
3/9/2022 18:45,0.0,0.0,11.93846667,186.057216
3/9/2022 19:00,0.0,0.0,11.67433333,186.057216
3/9/2022 19:15,0.0,0.0,11.62306667,186.057216
3/9/2022 19:30,0.0,0.0,12.10846667,186.057216
3/9/2022 19:45,0.0,0.0,12.49846667,186.057216
3/9/2022 20:00,0.0,0.0,12.58693333,186.057216
3/9/2022 20:15,0.0,0.0,12.71213333,186.057216
3/9/2022 20:30,0.0,0.0,13.2858,186.057216
3/9/2022 20:45,0.0,0.0,13.8226,186.057216
3/9/2022 21:00,0.0,0.0,13.89626667,186.057216
3/9/2022 21:15,0.0,0.0,13.97693333,186.057216
3/9/2022 21:30,0.0,0.0,14.69013333,186.057216
3/9/2022 21:45,0.0,0.0,15.0506,186.057216
3/9/2022 22:00,0.0,0.0,15.27133333,186.057216
3/9/2022 22:15,0.0,0.0,15.92586667,186.057216
3/9/2022 22:30,0.0,0.0,16.4476,186.057216
3/9/2022 22:45,0.0,0.0,16.5432,186.057216
3/9/2022 23:00,0.0,0.0,16.6536,186.057216
3/9/2022 23:15,0.0,0.0,17.0874,186.057216
3/9/2022 23:30,0.0,0.0,17.5364,186.057216
3/9/2022 23:45,0.0,0.0,17.7714,186.057216
4/9/2022 0:00,0.0,0.0,17.74973333,186.057216
4/9/2022 0:15,0.0,0.0,17.79346667,186.057216
4/9/2022 0:30,0.0,0.0,17.9774,186.057216
4/9/2022 0:45,0.0,0.0,18.426,186.057216
4/9/2022 1:00,0.0,0.0,18.34513333,186.057216
4/9/2022 1:15,0.0,0.0,18.5294,186.057216
4/9/2022 1:30,0.0,0.0,18.54446667,186.057216
4/9/2022 1:45,0.0,0.0,18.67766667,186.057216
4/9/2022 2:00,0.0,0.0,18.86173333,186.057216
4/9/2022 2:15,0.0,0.0,19.08293333,186.057216
4/9/2022 2:30,0.0,0.0,19.17813333,186.057216
4/9/2022 2:45,0.0,0.0,19.19266667,186.057216
4/9/2022 3:00,0.0,0.0,19.19273333,186.057216
4/9/2022 3:15,0.0,0.0,19.22926667,186.057216
4/9/2022 3:30,0.0,0.0,19.3686,186.057216
4/9/2022 3:45,0.0,0.0,19.35426667,186.057216
4/9/2022 4:00,0.0,0.0,19.77373333,186.057216
4/9/2022 4:15,0.0,0.0,19.83246667,186.057216
4/9/2022 4:30,0.0,0.0,19.85466667,186.057216
4/9/2022 4:45,0.0,0.0,19.8468,186.057216
4/9/2022 5:00,0.0,0.0,19.81013333,186.057216
4/9/2022 5:15,0.0,0.0,19.8986,186.057216
4/9/2022 5:30,0.0,0.0,19.95753333,186.057216
4/9/2022 5:45,0.0,0.0,20.29553333,186.057216
4/9/2022 6:00,0.0,37.373447,23.17953333,186.057216
4/9/2022 6:15,0.073,363.48105,38.32793333,186.057216
4/9/2022 6:30,0.173,742.6032,64.5462,186.057216
4/9/2022 6:45,0.336,1335.6959,111.4825333,186.057216
4/9/2022 7:00,0.476,1957.7334,148.714,186.057216
4/9/2022 7:15,0.606,2467.3875,198.95,186.057216
4/9/2022 7:30,0.809,3265.873,243.37,186.057216
4/9/2022 7:45,1.057,4299.5586,288.4673333,186.057216
4/9/2022 8:00,1.283,5112.0347,315.2166667,186.057216
4/9/2022 8:15,1.636,6740.8184,328.5117333,186.057216
4/9/2022 8:30,2.336,9490.048,433.674,186.057216
4/9/2022 8:45,2.826,11355.633,471.2973333,186.057216
4/9/2022 9:00,3.578,14364.976,504.5766667,186.057216
4/9/2022 9:15,4.126,16322.3545,539.6233333,186.057216
4/9/2022 9:30,4.576,18100.084,574.5913333,186.057216
4/9/2022 9:45,5.046,19875.363,605.7626667,186.057216
4/9/2022 10:00,5.397,21169.846,635.102,186.057216
4/9/2022 10:15,5.758,22664.273,658.978,186.057216
4/9/2022 10:30,6.093,23854.434,680.1693333,186.057216
4/9/2022 10:45,6.382,25001.414,699.4006667,186.057216
4/9/2022 11:00,6.607,25756.162,716.2793333,186.057216
4/9/2022 11:15,6.746,26223.168,730.03,186.057216
4/9/2022 11:30,6.93,27006.688,738.9026667,186.057216
4/9/2022 11:45,7.162,28184.465,747.1126667,186.057216
4/9/2022 12:00,7.343,28568.152,748.6773333,186.057216
4/9/2022 12:15,7.368,28522.98,749.4126667,186.057216
4/9/2022 12:30,7.336,28469.57,749.8486667,186.057216
4/9/2022 12:45,7.236,28146.465,743.6066667,186.057216
4/9/2022 13:00,7.229,28062.586,737.4873333,186.057216
4/9/2022 13:15,7.14,27668.87,725.65,186.057216
4/9/2022 13:30,6.969,26906.105,709.2926667,186.057216
4/9/2022 13:45,6.622,25342.693,691.8966667,186.057216
4/9/2022 14:00,6.215,23893.67,672.392,186.057216
4/9/2022 14:15,5.833,22608.248,645.644,186.057216
4/9/2022 14:30,5.614,21499.299,621.256,186.057216
4/9/2022 14:45,5.121,19508.285,591.7886667,186.057216
4/9/2022 15:00,4.692,17992.994,555.6293333,186.057216
4/9/2022 15:15,4.209,15825.5205,520.8366667,186.057216
4/9/2022 15:30,3.634,13855.348,480.726,186.057216
4/9/2022 15:45,3.228,12341.923,433.85,186.057216
4/9/2022 16:00,2.889,10991.423,396.5626667,186.057216
4/9/2022 16:15,2.484,9397.843,355.1873333,186.057216
4/9/2022 16:30,2.117,7939.4595,312.5173333,186.057216
4/9/2022 16:45,1.726,6449.4854,266.7546667,186.057216
4/9/2022 17:00,1.321,4842.7437,217.4613333,186.057216
4/9/2022 17:15,0.965,3513.2322,140.5236,186.057216
4/9/2022 17:30,0.335,1007.8262,40.42066667,186.057216
4/9/2022 17:45,0.218,810.5492,35.1526,186.057216
4/9/2022 18:00,0.153,556.01843,29.7598,186.057216
4/9/2022 18:15,0.069,213.06358,22.44893333,186.057216
4/9/2022 18:30,0.0,0.0,14.56933333,186.057216
4/9/2022 18:45,0.0,0.0,10.67335333,186.057216
4/9/2022 19:00,0.0,0.0,9.982446667,186.057216
4/9/2022 19:15,0.0,0.0,10.38013333,186.057216
4/9/2022 19:30,0.0,0.0,10.92466667,186.057216
4/9/2022 19:45,0.0,0.0,11.2482,186.057216
4/9/2022 20:00,0.0,0.0,11.2558,186.057216
4/9/2022 20:15,0.0,0.0,11.528,186.057216
4/9/2022 20:30,0.0,0.0,12.06453333,186.057216
4/9/2022 20:45,0.0,0.0,11.97673333,186.057216
4/9/2022 21:00,0.0,0.0,12.08793333,186.057216
4/9/2022 21:15,0.0,0.0,12.1616,186.057216
4/9/2022 21:30,0.0,0.0,12.7862,186.057216
4/9/2022 21:45,0.0,0.0,13.21266667,186.057216
4/9/2022 22:00,0.0,0.0,13.49933333,186.057216
4/9/2022 22:15,0.0,0.0,14.02133333,186.057216
4/9/2022 22:30,0.0,0.0,14.27886667,186.057216
4/9/2022 22:45,0.0,0.0,14.7054,186.057216
4/9/2022 23:00,0.0,0.0,15.31526667,186.057216
4/9/2022 23:15,0.0,0.0,16.3594,186.057216
4/9/2022 23:30,0.0,0.0,16.50666667,186.057216
4/9/2022 23:45,0.0,0.0,16.5288,186.057216
5/9/2022 0:00,0.0,0.0,16.79373333,186.057216
5/9/2022 0:15,0.0,0.0,17.52153333,186.057216
5/9/2022 0:30,0.0,0.0,17.85233333,186.057216
5/9/2022 0:45,0.0,0.0,17.8742,186.057216
5/9/2022 1:00,0.0,0.0,18.00646667,186.057216
5/9/2022 1:15,0.0,0.0,18.34486667,186.057216
5/9/2022 1:30,0.0,0.0,18.5214,186.057216
5/9/2022 1:45,0.0,0.0,18.47713333,186.057216
5/9/2022 2:00,0.0,0.0,18.52153333,186.057216
5/9/2022 2:15,0.0,0.0,18.5594,186.057216
5/9/2022 2:30,0.0,0.0,18.8974,186.057216
5/9/2022 2:45,0.0,0.0,19.50053333,186.057216
5/9/2022 3:00,0.0,0.0,19.28,186.057216
5/9/2022 3:15,0.0,0.0,19.185,186.057216
5/9/2022 3:30,0.0,0.0,19.14873333,186.057216
5/9/2022 3:45,0.0,0.0,19.2446,186.057216
5/9/2022 4:00,0.0,0.0,20.1124,186.057216
5/9/2022 4:15,0.0,0.0,20.3552,186.057216
5/9/2022 4:30,0.0,0.0,19.92113333,186.057216
5/9/2022 4:45,0.0,0.0,19.7372,186.057216
5/9/2022 5:00,0.0,0.0,19.81126667,186.057216
5/9/2022 5:15,0.0,0.0,19.84746667,186.057216
5/9/2022 5:30,0.0,0.0,20.14146667,186.057216
5/9/2022 5:45,0.0,0.0,20.8694,186.057216
5/9/2022 6:00,0.0,0.0,23.64933333,186.057216
5/9/2022 6:15,0.015,119.61707,30.81193333,186.057216
5/9/2022 6:30,0.099,416.8819,44.92233333,186.057216
5/9/2022 6:45,0.198,833.55084,51.97446667,186.057216
5/9/2022 7:00,0.347,1520.941,75.5866,186.057216
5/9/2022 7:15,0.732,2751.3438,167.194,186.057216
5/9/2022 7:30,0.55,2154.9563,100.4302667,186.057216
5/9/2022 7:45,0.796,3277.716,172.794,186.057216
5/9/2022 8:00,1.242,5136.125,218.05,186.057216
5/9/2022 8:15,1.448,5485.019,217.334,186.057216
5/9/2022 8:30,2.518,12167.514,293.5853333,186.057216
5/9/2022 8:45,2.805,10898.265,329.346,186.057216
5/9/2022 9:00,2.299,9215.711,303.2673333,186.057216
5/9/2022 9:15,2.516,9423.844,350.8,186.057216
5/9/2022 9:30,2.67,10951.538,330.336,186.057216
5/9/2022 9:45,2.978,12704.503,329.5006667,186.057216
5/9/2022 10:00,3.353,13125.888,414.3933333,186.057216
5/9/2022 10:15,3.92,15197.725,455.7493333,186.057216
5/9/2022 10:30,5.546,21054.781,574.9946667,186.057216
5/9/2022 10:45,5.405,23930.404,634.1666667,186.057216
5/9/2022 11:00,6.519,25478.877,724.4526667,186.057216
5/9/2022 11:15,6.66,25951.932,710.3353333,186.057216
5/9/2022 11:30,6.889,26925.51,747.4993333,186.057216
5/9/2022 11:45,7.171,28104.637,755.748,186.057216
5/9/2022 12:00,7.342,28428.86,757.5206667,186.057216
5/9/2022 12:15,7.319,28333.928,756.5313333,186.057216
5/9/2022 12:30,7.245,27887.795,752.614,186.057216
5/9/2022 12:45,7.159,27866.254,745.0973333,186.057216
5/9/2022 13:00,7.029,27278.14,729.7333333,186.057216
5/9/2022 13:15,6.979,27059.977,719.0573333,186.057216
5/9/2022 13:30,6.812,26134.652,712.4053333,186.057216
5/9/2022 13:45,6.367,24402.645,688.6753333,186.057216
5/9/2022 14:00,5.98,23097.451,667.246,186.057216
5/9/2022 14:15,5.693,21876.37,647.3653333,186.057216
5/9/2022 14:30,5.381,20443.514,616.9646667,186.057216
5/9/2022 14:45,4.849,18688.387,574.4613333,186.057216
5/9/2022 15:00,4.48,17196.72,540.7953333,186.057216
5/9/2022 15:15,3.464,14686.06,483.056,186.057216
5/9/2022 15:30,3.034,11770.985,407.4886667,186.057216
5/9/2022 15:45,2.139,7833.3877,298.58,186.057216
5/9/2022 16:00,2.623,10292.628,322.81,186.057216
5/9/2022 16:15,2.316,8959.101,278.4086667,186.057216
5/9/2022 16:30,1.37,5346.258,196.8178,186.057216
5/9/2022 16:45,1.512,5822.168,191.1766,186.057216
5/9/2022 17:00,1.247,4615.2256,178.1326667,186.057216
5/9/2022 17:15,0.902,3232.78,137.532,186.057216
5/9/2022 17:30,0.41,1391.4109,55.82773333,186.057216
5/9/2022 17:45,0.271,989.409,42.51006667,186.057216
5/9/2022 18:00,0.177,613.2889,34.42406667,186.057216
5/9/2022 18:15,0.068,192.04564,24.81606667,186.057216
5/9/2022 18:30,0.0,0.0,16.151,186.057216
5/9/2022 18:45,0.0,0.0,13.1156,186.057216
5/9/2022 19:00,0.0,0.0,12.557,186.057216
5/9/2022 19:15,0.0,0.0,12.5422,186.057216
5/9/2022 19:30,0.0,0.0,12.54206667,186.057216
