Time,generation(kWh),power(W),Irradiance (W/m2)
2023-07-01 00:00:00,0.0,0.0,30.18753333333333
2023-07-01 00:15:00,0.0,0.0,30.5036
2023-07-01 00:30:00,0.0,0.0,30.40073333333333
2023-07-01 00:45:00,0.0,0.0,30.90846666666667
2023-07-01 01:00:00,0.0,0.0,30.8718
2023-07-01 01:15:00,0.0,0.0,31.3652
2023-07-01 01:30:00,0.0,0.0,31.76906666666667
2023-07-01 01:45:00,0.0,0.0,32.03406666666667
2023-07-01 02:00:00,0.0,0.0,31.83533333333333
2023-07-01 02:15:00,0.0,0.0,31.88733333333333
2023-07-01 02:30:00,0.0,0.0,32.43953333333334
2023-07-01 02:45:00,0.0,0.0,33.10926666666667
2023-07-01 03:00:00,0.0,0.0,33.13086666666667
2023-07-01 03:15:00,0.0,0.0,33.6086
2023-07-01 03:30:00,0.0,0.0,34.20406666666667
2023-07-01 03:45:00,0.0,0.0,34.14573333333333
2023-07-01 04:00:00,0.0,0.0,34.48406666666666
2023-07-01 04:15:00,0.0,0.0,34.69786666666667
2023-07-01 04:30:00,0.0,0.0,34.49913333333333
2023-07-01 04:45:00,0.0,0.0,34.65426666666666
2023-07-01 05:00:00,0.0,0.0,35.1398
2023-07-01 05:15:00,0.0,0.0,35.64006666666667
2023-07-01 05:30:00,0.0,0.0,36.43493333333333
2023-07-01 05:45:00,0.0,9.912364,41.38553333333333
2023-07-01 06:00:00,0.081,399.8552,56.66626666666667
2023-07-01 06:15:00,0.204,834.75885,78.07199999999999
2023-07-01 06:30:00,0.322,1381.6698,89.96313333333333
2023-07-01 06:45:00,0.51,2062.601,118.2193333333333
2023-07-01 07:00:00,0.616,2497.6985,109.1996666666667
2023-07-01 07:15:00,0.83,3387.638,162.608
2023-07-01 07:30:00,0.945,3600.4019,172.0433333333334
2023-07-01 07:45:00,0.708,2679.8442,145.036
2023-07-01 08:00:00,0.683,2974.671,167.208
2023-07-01 08:15:00,1.115,4362.823,176.926
2023-07-01 08:30:00,1.253,5041.3477,238.4226666666667
2023-07-01 08:45:00,1.189,4268.346,306.6226666666667
2023-07-01 09:00:00,1.413,5772.1523,439.2506666666667
2023-07-01 09:15:00,0.855,2251.1362,336.4266666666666
2023-07-01 09:30:00,0.848,3955.8384,203.0633333333333
2023-07-01 09:45:00,1.689,7103.252,386.6566666666667
2023-07-01 10:00:00,2.781,11092.526,942.772
2023-07-01 10:15:00,2.885,11417.71,543.5093333333333
2023-07-01 10:30:00,3.513,15435.164,481.0646666666667
2023-07-01 10:45:00,3.04,9484.13,302.6126666666667
2023-07-01 11:00:00,1.125,4427.461,186.4306666666667
2023-07-01 11:15:00,1.521,6159.3896,380.4153333333333
2023-07-01 11:30:00,1.97,7870.3003,427.4773333333333
2023-07-01 11:45:00,2.44,9962.303,469.6113333333333
2023-07-01 12:00:00,2.723,9654.645,503.2873333333334
2023-07-01 12:15:00,1.117,4088.6826,405.2373333333334
2023-07-01 12:30:00,2.217,10056.176,533.208
2023-07-01 12:45:00,3.123,12510.124,617.7579999999999
2023-07-01 13:00:00,2.581,8765.39,471.8293333333334
2023-07-01 13:15:00,1.595,6214.5225,310.4046666666666
2023-07-01 13:30:00,1.878,7767.5615,356.1180000000001
2023-07-01 13:45:00,2.515,9985.022,443.222
2023-07-01 14:00:00,2.696,10303.572,466.888
2023-07-01 14:15:00,2.421,9258.886,431.172
2023-07-01 14:30:00,2.395,9509.517,431.05
2023-07-01 14:45:00,2.637,10017.39,436.6366666666667
2023-07-01 15:00:00,2.369,9164.011,349.6733333333333
2023-07-01 15:15:00,2.532,9635.427,469.8486666666666
2023-07-01 15:30:00,2.737,11321.487,525.2386666666666
2023-07-01 15:45:00,3.229,11889.062,574.2553333333333
2023-07-01 16:00:00,2.001,7217.0415,364.7246666666667
2023-07-01 16:15:00,1.544,5934.4263,296.5266666666666
2023-07-01 16:30:00,1.547,6049.555,303.8306666666667
2023-07-01 16:45:00,1.437,5119.293,261.4893333333333
2023-07-01 17:00:00,0.988,3745.949,162.4193333333333
2023-07-01 17:15:00,0.879,3355.183,143.0466666666667
2023-07-01 17:30:00,0.634,2234.7085,130.0773333333333
2023-07-01 17:45:00,0.437,1603.2682,111.1573333333333
2023-07-01 18:00:00,0.304,1113.4908,91.93826666666668
2023-07-01 18:15:00,0.211,760.23846,77.41313333333333
2023-07-01 18:30:00,0.115,383.5624,61.9828
2023-07-01 18:45:00,0.023,63.7366,47.06713333333333
2023-07-01 19:00:00,0.0,0.0,36.70273333333333
2023-07-01 19:15:00,0.0,0.0,33.0764
2023-07-01 19:30:00,0.0,0.0,32.2158
2023-07-01 19:45:00,0.0,0.0,32.98226666666667
2023-07-01 20:00:00,0.0,0.0,32.10013333333333
2023-07-01 20:15:00,0.0,0.0,32.13666666666667
2023-07-01 20:30:00,0.0,0.0,32.18093333333334
2023-07-01 20:45:00,0.0,0.0,31.99766666666667
2023-07-01 21:00:00,0.0,0.0,31.8656
2023-07-01 21:15:00,0.0,0.0,32.46886666666667
2023-07-01 21:30:00,0.0,0.0,32.763
2023-07-01 21:45:00,0.0,0.0,32.36606666666667
2023-07-01 22:00:00,0.0,0.0,31.56473333333333
2023-07-01 22:15:00,0.0,0.0,31.9114
2023-07-01 22:30:00,0.0,0.0,31.56506666666667
