Time,generation(kWh),power(W),Irradiance (W/m2)
2023-08-01 00:00:00,0.0,0.0,27.36
2023-08-01 00:15:00,0.0,0.0,27.47073333333333
2023-08-01 00:30:00,0.0,0.0,27.92673333333333
2023-08-01 00:45:00,0.0,0.0,27.9266
2023-08-01 01:00:00,0.0,0.0,28.10313333333333
2023-08-01 01:15:00,0.0,0.0,28.18426666666667
2023-08-01 01:30:00,0.0,0.0,28.25053333333333
2023-08-01 01:45:00,0.0,0.0,28.17673333333333
2023-08-01 02:00:00,0.0,0.0,27.77933333333333
2023-08-01 02:15:00,0.0,0.0,27.88253333333333
2023-08-01 02:30:00,0.0,0.0,28.24326666666667
2023-08-01 02:45:00,0.0,0.0,28.44933333333334
2023-08-01 03:00:00,0.0,0.0,28.45766666666667
2023-08-01 03:15:00,0.0,0.0,28.39133333333333
2023-08-01 03:30:00,0.0,0.0,28.47906666666666
2023-08-01 03:45:00,0.0,0.0,28.6118
2023-08-01 04:00:00,0.0,0.0,29.15626666666667
2023-08-01 04:15:00,0.0,0.0,29.38466666666666
2023-08-01 04:30:00,0.0,0.0,29.50246666666667
2023-08-01 04:45:00,0.0,0.0,29.47286666666666
2023-08-01 05:00:00,0.0,0.0,29.59093333333333
2023-08-01 05:15:00,0.0,0.0,29.5172
2023-08-01 05:30:00,0.0,0.0,29.99626666666667
2023-08-01 05:45:00,0.0,0.0,33.1086
2023-08-01 06:00:00,0.103,725.60596,53.41846666666667
2023-08-01 06:15:00,0.514,2079.121,96.14699999999999
2023-08-01 06:30:00,0.936,4050.295,145.8426666666666
2023-08-01 06:45:00,1.595,6716.3135,209.0706666666667
2023-08-01 07:00:00,2.358,9650.624,277.7593333333334
2023-08-01 07:15:00,3.247,13159.056,356.4753333333334
2023-08-01 07:30:00,4.138,16733.484,433.252
2023-08-01 07:45:00,5.01,20150.146,502.8533333333334
2023-08-01 08:00:00,5.992,24089.104,577.3413333333333
2023-08-01 08:15:00,6.881,27796.8,601.6306666666667
2023-08-01 08:30:00,5.884,21406.55,518.958
2023-08-01 08:45:00,10.287,40957.516,879.1293333333334
2023-08-01 09:00:00,9.84,41533.08,823.372
2023-08-01 09:15:00,11.957,46921.418,1000.95
2023-08-01 09:30:00,13.499,54427.188,953.0373333333333
2023-08-01 09:45:00,12.052,43024.68,892.1333333333333
2023-08-01 10:00:00,12.906,52061.67,904.0139999999999
2023-08-01 10:15:00,12.764,46805.625,975.9953333333334
2023-08-01 10:30:00,15.361,61727.824,1091.72
2023-08-01 10:45:00,16.111,55542.438,1344.42
2023-08-01 11:00:00,16.31,63287.977,1395.42
2023-08-01 11:15:00,16.399,62999.926,1506.786666666667
2023-08-01 11:30:00,16.492,64261.184,1427.881333333333
2023-08-01 11:45:00,13.669,53674.08,1036.559333333333
2023-08-01 12:00:00,15.72,65653.53,1324.633333333333
2023-08-01 12:15:00,15.86,58029.527,1350.52
2023-08-01 12:30:00,13.079,50707.562,968.2860000000001
2023-08-01 12:45:00,11.02,45124.215,847.1306666666666
2023-08-01 13:00:00,8.869,30551.268,651.0386666666667
2023-08-01 13:15:00,4.871,17224.3,376.4573333333333
2023-08-01 13:30:00,5.676,23140.068,415.922
2023-08-01 13:45:00,5.838,22069.674,411.0753333333333
2023-08-01 14:00:00,1.835,21566.988,404.076
2023-08-01 14:15:00,,,421.4806666666667
2023-08-01 14:30:00,,,493.708
2023-08-01 14:45:00,,,765.474
2023-08-01 15:00:00,,,979.4273333333333
2023-08-01 15:15:00,,,796.1033333333332
2023-08-01 15:30:00,,,750.3340000000001
2023-08-01 15:45:00,,,934.1626666666667
2023-08-01 16:00:00,,,930.6793333333334
2023-08-01 16:15:00,,,720.1373333333333
2023-08-01 16:30:00,,,450.406
2023-08-01 16:45:00,,,360.97
2023-08-01 17:00:00,,,131.624
2023-08-01 17:15:00,,,111.2653333333333
2023-08-01 17:30:00,,,114.3813333333333
2023-08-01 17:45:00,,,88.41493333333332
2023-08-01 18:00:00,0.0,0.0,70.35706666666667
2023-08-01 18:15:00,0.0,0.0,51.85046666666666
2023-08-01 18:30:00,0.0,0.0,38.73486666666667
2023-08-01 18:45:00,0.0,0.0,28.7012
2023-08-01 19:00:00,0.0,0.0,19.68193333333333
2023-08-01 19:15:00,0.0,0.0,17.975
2023-08-01 19:30:00,0.0,0.0,17.88666666666667
2023-08-01 19:45:00,0.0,0.0,18.0494
2023-08-01 20:00:00,0.0,0.0,18.13833333333333
2023-08-01 20:15:00,0.0,0.0,18.71986666666667
2023-08-01 20:30:00,0.0,0.0,18.6974
2023-08-01 20:45:00,0.0,0.0,19.1166
2023-08-01 21:00:00,0.0,0.0,19.14693333333333
2023-08-01 21:15:00,0.0,0.0,19.61066666666666
2023-08-01 21:30:00,0.0,0.0,19.9562
2023-08-01 21:45:00,0.0,0.0,20.70726666666667
2023-08-01 22:00:00,0.0,0.0,21.156
2023-08-01 22:15:00,0.0,0.0,21.76726666666667
2023-08-01 22:30:00,0.0,0.0,22.20213333333333
2023-08-01 22:45:00,0.0,0.0,22.51793333333334
2023-08-01 23:00:00,0.0,0.0,22.70186666666667
2023-08-01 23:15:00,0.0,0.0,23.2324
2023-08-01 23:30:00,0.0,0.0,23.40113333333333
2023-08-01 23:45:00,0.0,0.0,23.6366
2023-08-02 00:00:00,0.0,0.0,24.2914
2023-08-02 00:15:00,0.0,0.0,24.66733333333333
2023-08-02 00:30:00,0.0,0.0,25.1602
2023-08-02 00:45:00,0.0,0.0,25.10913333333333
2023-08-02 01:00:00,0.0,0.0,25.7934
2023-08-02 01:15:00,0.0,0.0,25.82306666666667
2023-08-02 01:30:00,0.0,0.0,26.73566666666667
2023-08-02 01:45:00,0.0,0.0,27.14753333333334
2023-08-02 02:00:00,0.0,0.0,27.14766666666667
2023-08-02 02:15:00,0.0,0.0,27.39066666666667
2023-08-02 02:30:00,0.0,0.0,27.77273333333333
2023-08-02 02:45:00,0.0,0.0,27.7728
2023-08-02 03:00:00,0.0,0.0,28.35366666666667
2023-08-02 03:15:00,0.0,0.0,28.61146666666667
2023-08-02 03:30:00,0.0,0.0,29.38466666666666
2023-08-02 03:45:00,0.0,0.0,29.672
2023-08-02 04:00:00,0.0,0.0,29.78933333333333
2023-08-02 04:15:00,0.0,0.0,29.70846666666667
2023-08-02 04:30:00,0.0,0.0,29.73806666666666
2023-08-02 04:45:00,0.0,0.0,29.78926666666667
2023-08-02 05:00:00,0.0,0.0,29.97293333333333
2023-08-02 05:15:00,0.0,0.0,30.2746
2023-08-02 05:30:00,0.0,0.0,30.44393333333333
2023-08-02 05:45:00,0.0,0.0,34.109
2023-08-02 06:00:00,0.0,0.0,46.6346
2023-08-02 06:15:00,0.0,0.0,71.2724
2023-08-02 06:30:00,0.0,0.0,109.0417333333333
2023-08-02 06:45:00,0.0,0.0,205.032
2023-08-02 07:00:00,,,286.9893333333333
2023-08-02 07:15:00,,,356.252
2023-08-02 07:30:00,,,429.1166666666667
2023-08-02 07:45:00,,,510.0253333333333
2023-08-02 08:00:00,,,584.9806666666666
2023-08-02 08:15:00,,,659.938
