Time,generation,power(W),Irradiance (W/m2)
25/1/2023 7:00,0,15.572476,14.59206667
25/1/2023 7:15,0.085,413.71225,25.13273333
25/1/2023 7:30,0.205,882.6507,36.27033333
25/1/2023 7:45,0.355,1464.2966,47.22393333
25/1/2023 8:00,0.585,2361.0051,67.37746667
25/1/2023 8:15,0.776,3218.9534,85.00473333
25/1/2023 8:30,1.031,4469.985,107.6914
25/1/2023 8:45,1.333,5223.6733,130.4426667
25/1/2023 9:00,1.599,6246.2114,157.124
25/1/2023 9:15,1.902,7740.953,188.892
25/1/2023 9:30,2.263,9116.607,221.4473333
25/1/2023 9:45,2.675,10001.772,271.1113333
25/1/2023 10:00,2.527,10128.278,267.6806667
25/1/2023 10:15,2.773,10880.407,306.1053333
25/1/2023 10:30,2.441,8803.418,275.7633333
25/1/2023 10:45,2.427,9720.695,293.7686667
25/1/2023 11:00,2.963,11976.8125,335.6073333
25/1/2023 11:15,2.999,11617.849,304.256
25/1/2023 11:30,2.988,11772.711,343.3586667
25/1/2023 11:45,3.862,14558.714,348.46
25/1/2023 12:00,3.301,13197.687,324.3386667
25/1/2023 12:15,3.543,16137.902,328.3766667
25/1/2023 12:30,3.437,12521.851,339.726
25/1/2023 12:45,2.811,10759.37,281.9953333
25/1/2023 13:00,2.401,8898.834,245.6586667
25/1/2023 13:15,2.111,7957.2886,216.4173333
25/1/2023 13:30,1.77,7024.1143,193.044
25/1/2023 13:45,1.805,7222.594,195.2713333
25/1/2023 14:00,2.278,9108.753,235.7193333
25/1/2023 14:15,2.517,9933.037,265.7573333
25/1/2023 14:30,2.774,10775.684,271.974
25/1/2023 14:45,2.891,10318.059,267.0206667
25/1/2023 15:00,1.902,7118.363,196.3773333
25/1/2023 15:15,1.833,7002.9414,193.634
25/1/2023 15:30,1.865,7566.26,196.732
25/1/2023 15:45,2.544,9313.967,317.792
25/1/2023 16:00,1.347,5352.8843,151.1553333
25/1/2023 16:15,1.525,5187.077,163.2526667
25/1/2023 16:30,1.13,4999.6763,117.9906667
25/1/2023 16:45,1.115,3855.0764,69.31386667
25/1/2023 17:00,0.738,2580.893,55.90946667
25/1/2023 17:15,0.323,1096.689,43.9466
25/1/2023 17:30,0.164,558.549,32.75726667
25/1/2023 17:45,0.059,156.04489,20.39626667
25/1/2023 18:00,0,2.050429,16.45013333
25/1/2023 18:15,0,0,13.03353333
25/1/2023 18:30,0,0,12.59193333
25/1/2023 18:45,0,0,12.68026667
25/1/2023 19:00,0,0,13.33606667
25/1/2023 19:15,0,0,14.19806667
25/1/2023 19:30,0,0,14.4998
25/1/2023 19:45,0,0,14.60973333
25/1/2023 20:00,0,0,14.83773333
25/1/2023 20:15,0,0,14.9184
25/1/2023 20:30,0,0,15.07266667
25/1/2023 20:45,0,0,15.10233333
25/1/2023 21:00,0,0,15.0284
25/1/2023 21:15,0,0,15.02846667
25/1/2023 21:30,0,0,15.0366
25/1/2023 21:45,0,0,15.08806667
25/1/2023 22:00,0,0,15.11046667
25/1/2023 22:15,0,0,15.02926667
25/1/2023 22:30,0,0,14.83766667
25/1/2023 22:45,0,0,14.81566667
25/1/2023 23:00,0,0,15.0222
25/1/2023 23:15,0,0,15.14746667
25/1/2023 23:30,0,0,15.20626667
25/1/2023 23:45,0,0,15.2356
26/1/2023 0:00,0,0,15.24246667
26/1/2023 0:15,0,0,15.38246667
26/1/2023 0:30,0,0,15.38286667
26/1/2023 0:45,0,0,15.25793333
26/1/2023 1:00,0,0,15.39753333
26/1/2023 1:15,0,0,15.37533333
26/1/2023 1:30,0,0,15.42653333
26/1/2023 1:45,0,0,15.16853333
26/1/2023 2:00,0,0,15.13206667
26/1/2023 2:15,0,0,15.32386667
26/1/2023 2:30,0,0,15.49326667
26/1/2023 2:45,0,0,15.42626667
26/1/2023 3:00,0,0,15.06573333
26/1/2023 3:15,0,0,14.95546667
26/1/2023 3:30,0,0,15.0588
26/1/2023 3:45,0,0,15.07313333
26/1/2023 4:00,0,0,15.13246667
26/1/2023 4:15,0,0,14.89673333
26/1/2023 4:30,0,0,14.7274
26/1/2023 4:45,0,0,14.823
26/1/2023 5:00,0,0,14.8746
26/1/2023 5:15,0,0,14.8744
26/1/2023 5:30,0,0,14.84473333
26/1/2023 5:45,0,0,14.79333333
26/1/2023 6:00,0,0,15.06573333
26/1/2023 6:15,0,0,15.33053333
26/1/2023 6:30,0,0,15.62526667
26/1/2023 6:45,0,0,16.1778
26/1/2023 7:00,0,2.1917539,18.9024
26/1/2023 7:15,0.049,274.14746,26.37693333
26/1/2023 7:30,0.199,876.7627,40.5234
26/1/2023 7:45,0.375,1573.9454,56.1704
26/1/2023 8:00,0.482,2014.4565,66.46286667
26/1/2023 8:15,0.698,2736.3777,85.223
26/1/2023 8:30,0.78,3136.5417,94.42186667
26/1/2023 8:45,0.894,3441.354,105.5492
26/1/2023 9:00,0.742,2833.1,89.21033333
26/1/2023 9:15,1.19,5151.8887,134.6885333
26/1/2023 9:30,1.519,5869.012,167.582
26/1/2023 9:45,2.134,9001.837,231.3913333
26/1/2023 10:00,2.349,8613.67,250.4933333
26/1/2023 10:15,1.972,7264.666,214.3646667
26/1/2023 10:30,1.747,7066.698,192.2313333
26/1/2023 10:45,2.291,9407.828,240.9406667
26/1/2023 11:00,2.966,12204.53,312.994
26/1/2023 11:15,3.674,15123.784,383.0093333
26/1/2023 11:30,3.772,15965.294,421.9593333
26/1/2023 11:45,4.1,15020.171,449.5153333
26/1/2023 12:00,4.032,15758.918,447.1493333
26/1/2023 12:15,4.403,17160.666,488.2806667
26/1/2023 12:30,4.363,16287.248,469.476
26/1/2023 12:45,4.064,15576.614,431.1013333
26/1/2023 13:00,4.302,17074.797,481.1426667
26/1/2023 13:15,4.653,18059.676,495.5613333
26/1/2023 13:30,4.667,19140.684,511.0106667
26/1/2023 13:45,4.458,16527.55,510.5113333
26/1/2023 14:00,4.358,16520.664,514.45
26/1/2023 14:15,4.346,15630.786,496.8313333
26/1/2023 14:30,3.166,11970.717,371.8473333
26/1/2023 14:45,3.154,11993.176,340.256
26/1/2023 15:00,2.855,11303.236,337.9293333
26/1/2023 15:15,2.401,8114.637,254.772
26/1/2023 15:30,1.853,7186.5405,207.3286667
26/1/2023 15:45,1.648,6100.3345,179.176
26/1/2023 16:00,1.359,5077.0347,154.6373333
26/1/2023 16:15,1.074,4087.8237,129.156
26/1/2023 16:30,0.909,3433.9727,108.9153333
26/1/2023 16:45,0.754,2810.178,93.872
26/1/2023 17:00,0.517,1838.7776,72.41886667
26/1/2023 17:15,0.264,859.4514,48.37333333
26/1/2023 17:30,0.08,229.36572,30.9172
26/1/2023 17:45,0,31.84026,23.1588
26/1/2023 18:00,0,0,19.2946
26/1/2023 18:15,0,0,17.99946667
26/1/2023 18:30,0,0,17.59406667
26/1/2023 18:45,0,0,17.73333333
26/1/2023 19:00,0,0,17.7924
26/1/2023 19:15,0,0,17.60826667
26/1/2023 19:30,0,0,17.8884
26/1/2023 19:45,0,0,18.683
26/1/2023 20:00,0,0,18.7056
26/1/2023 20:15,0,0,18.32266667
26/1/2023 20:30,0,0,18.2632
26/1/2023 20:45,0,0,18.54333333
26/1/2023 21:00,0,0,18.838
26/1/2023 21:15,0,0,19.1764
26/1/2023 21:30,0,0,19.11753333
26/1/2023 21:45,0,0,19.13246667
26/1/2023 22:00,0,0,18.96373333
26/1/2023 22:15,0,0,18.97806667
26/1/2023 22:30,0,0,19.16233333
26/1/2023 22:45,0,0,19.01506667
26/1/2023 23:00,0,0,19.0808
26/1/2023 23:15,0,0,19.0222
26/1/2023 23:30,0,0,19.4126
26/1/2023 23:45,0,0,19.87613333
27/1/2023 0:00,0,0,20.3468
27/1/2023 0:15,0,0,20.5386
27/1/2023 0:30,0,0,20.73706667
27/1/2023 0:45,0,0,21.18586667
27/1/2023 1:00,0,0,21.45826667
27/1/2023 1:15,0,0,21.5314
27/1/2023 1:30,0,0,21.62693333
27/1/2023 1:45,0,0,21.73013333
27/1/2023 2:00,0,0,22.12113333
27/1/2023 2:15,0,0,22.1808
27/1/2023 2:30,0,0,22.3492
27/1/2023 2:45,0,0,22.51833333
27/1/2023 3:00,0,0,22.50373333
27/1/2023 3:15,0,0,22.49673333
27/1/2023 3:30,0,0,22.46766667
27/1/2023 3:45,0,0,22.22433333
27/1/2023 4:00,0,0,22.09206667
27/1/2023 4:15,0,0,22.20213333
27/1/2023 4:30,0,0,22.1648
27/1/2023 4:45,0,0,22.16486667
27/1/2023 5:00,0,0,21.31946667
27/1/2023 5:15,0,0,21.11286667
27/1/2023 5:30,0,0,20.87833333
27/1/2023 5:45,0,0,20.70933333
27/1/2023 6:00,0,0,20.8862
27/1/2023 6:15,0,0,20.81333333
27/1/2023 6:30,0,0,20.91673333
27/1/2023 6:45,0,0,21.16706667
27/1/2023 7:00,0,0,23.08906667
27/1/2023 7:15,0.022,173.42632,28.18393333
27/1/2023 7:30,0.178,832.1475,41.85706667
27/1/2023 7:45,0.37,1542.3077,61.1026
27/1/2023 8:00,0.511,2040.2008,76.8876
27/1/2023 8:15,0.624,2589.9941,85.43533333
27/1/2023 8:30,0.877,3557.8557,109.749
27/1/2023 8:45,1.207,4836.62,149.8066667
27/1/2023 9:00,1.411,5467.0146,167.1093333
27/1/2023 9:15,1.743,7640.361,190.5926667
27/1/2023 9:30,1.437,5711.465,170.7426667
27/1/2023 9:45,1.397,5392.3945,167.108
27/1/2023 10:00,1.707,6634.361,194.9586667
27/1/2023 10:15,1.6,6398.3184,186.414
27/1/2023 10:30,1.977,7241.6353,221.1533333
27/1/2023 10:45,1.296,4950.997,157.7933333
27/1/2023 11:00,1.418,5882.234,161.884
27/1/2023 11:15,2.108,8959.559,225.986
27/1/2023 11:30,2.587,9562.477,269.7926667
27/1/2023 11:45,2.065,8377.647,213.406
27/1/2023 12:00,2.165,7950.168,242.082
27/1/2023 12:15,1.691,6417.9673,191.9266667
27/1/2023 12:30,1.526,5981.5625,177.9546667
27/1/2023 12:45,1.713,6744.3438,194.572
27/1/2023 13:00,1.976,8304.168,233.786
27/1/2023 13:15,2.823,10942.563,303.3693333
27/1/2023 13:30,4.497,19129.398,393.9193333
27/1/2023 13:45,5.036,21442.004,427.0926667
27/1/2023 14:00,4.55,20906.85,448.7773333
27/1/2023 14:15,4.789,16099.7295,616.5253333
27/1/2023 14:30,3.649,14027.094,509.7306667
27/1/2023 14:45,4.188,16528.393,485.4186667
27/1/2023 15:00,3.655,13937.223,491.5853333
27/1/2023 15:15,3.435,13212.663,457.8306667
27/1/2023 15:30,3.033,10660.32,421.614
27/1/2023 15:45,2.803,10391.734,363.6193333
27/1/2023 16:00,2.609,7835.725,321.0086667
27/1/2023 16:15,1.886,7929.7314,178.6146667
27/1/2023 16:30,1.366,4697.317,138.9113333
27/1/2023 16:45,0.952,3505.1555,110.2500667
27/1/2023 17:00,0.56,2005.409,78.66086667
27/1/2023 17:15,0.372,1331.6947,59.19906667
27/1/2023 17:30,0.192,635.68774,42.58573333
27/1/2023 17:45,0.048,120.00438,29.4686
27/1/2023 18:00,0,1.3024775,22.34386667
27/1/2023 18:15,0,0,19.84866667
27/1/2023 18:30,0,0,18.833
27/1/2023 18:45,0,0,18.53906667
27/1/2023 19:00,0,0,18.17913333
27/1/2023 19:15,0,0,17.76053333
27/1/2023 19:30,0,0,17.25293333
27/1/2023 19:45,0,0,16.77426667
27/1/2023 20:00,0,0,16.4064
27/1/2023 20:15,0,0,16.12626667
27/1/2023 20:30,0,0,16.41386667
27/1/2023 20:45,0,0,16.5684
27/1/2023 21:00,0,0,16.56866667
27/1/2023 21:15,0,0,16.54693333
27/1/2023 21:30,0,0,16.569
27/1/2023 21:45,0,0,16.53953333
27/1/2023 22:00,0,0,16.5328
27/1/2023 22:15,0,0,16.56906667
27/1/2023 22:30,0,0,16.56166667
27/1/2023 22:45,0,0,16.569
27/1/2023 23:00,0,0,16.5696
27/1/2023 23:15,0,0,16.54053333
27/1/2023 23:30,0,0,16.52606667
27/1/2023 23:45,0,0,16.52586667
28/1/2023 0:00,0,0,16.5332
28/1/2023 0:15,0,0,16.56266667
28/1/2023 0:30,0,0,16.5484
28/1/2023 0:45,0,0,16.5706
28/1/2023 1:00,0,0,16.571
28/1/2023 1:15,0,0,16.55546667
28/1/2023 1:30,0,0,16.56986667
28/1/2023 1:45,0,0,16.5626
28/1/2023 2:00,0,0,16.5626
28/1/2023 2:15,0,0,16.54793333
28/1/2023 2:30,0,0,16.56266667
28/1/2023 2:45,0,0,16.54786667
28/1/2023 3:00,0,0,16.52573333
28/1/2023 3:15,0,0,16.57026667
28/1/2023 3:30,0,0,16.54793333
28/1/2023 3:45,0,0,16.49686667
28/1/2023 4:00,0,0,16.52593333
28/1/2023 4:15,0,0,15.86293333
28/1/2023 4:30,0,0,15.237
28/1/2023 4:45,0,0,15.16393333
28/1/2023 5:00,0,0,15.03886667
28/1/2023 5:15,0,0,14.8918
28/1/2023 5:30,0,0,14.5902
28/1/2023 5:45,0,0,14.576
28/1/2023 6:00,0,0,14.54713333
28/1/2023 6:15,0,0,14.56933333
28/1/2023 6:30,0,0,14.56246667
28/1/2023 6:45,0,0,16.05033333
28/1/2023 7:00,0.006,63.70923,20.9046
28/1/2023 7:15,0.087,383.63724,35.2682
28/1/2023 7:30,0.2,880.5929,58.43433333
28/1/2023 7:45,0.384,1612.412,103.3156
28/1/2023 8:00,0.553,2243.2263,146.8573333
28/1/2023 8:15,0.714,2905.5327,190.8366667
28/1/2023 8:30,0.943,3852.6455,235.4973333
28/1/2023 8:45,1.271,5126.655,279.754
28/1/2023 9:00,1.626,6642.3213,325.14
28/1/2023 9:15,2.049,8196.375,365.1233333
28/1/2023 9:30,2.621,10545.813,402.9773333
28/1/2023 9:45,3.084,12256.129,439.7766667
28/1/2023 10:00,3.513,13954.52,474.1086667
28/1/2023 10:15,3.906,15360.541,506.7226667
28/1/2023 10:30,4.213,16585.842,533.6633333
28/1/2023 10:45,4.491,17618.066,561.1726667
28/1/2023 11:00,4.767,18669.957,584.8633333
28/1/2023 11:15,5.062,19825.252,603.482
28/1/2023 11:30,5.186,20171.205,620.6986667
28/1/2023 11:45,5.242,20373.86,630.6733333
28/1/2023 12:00,5.356,20858.322,644.4693333
28/1/2023 12:15,5.329,20605.39,643.54
28/1/2023 12:30,5.143,19876.152,643.136
28/1/2023 12:45,5.094,19738.771,631.926
28/1/2023 13:00,5.038,19560.92,620.2306667
28/1/2023 13:15,4.977,19304.56,618.328
28/1/2023 13:30,4.897,18942.932,596.474
28/1/2023 13:45,4.814,18667.074,573.2993333
28/1/2023 14:00,4.656,17851.453,549.74
28/1/2023 14:15,4.222,16194.817,528.7193333
28/1/2023 14:30,4.024,15523.754,508.206
28/1/2023 14:45,3.82,14696.252,485.4946667
28/1/2023 15:00,3.582,13701.984,447.6846667
28/1/2023 15:15,3.236,12356.877,413.1633333
28/1/2023 15:30,2.868,10812.059,377.0286667
28/1/2023 15:45,2.433,9142.388,339.236
28/1/2023 16:00,1.943,7279.197,290.8646667
28/1/2023 16:15,1.591,5979.401,154.2365333
28/1/2023 16:30,1.318,4941.8467,58.11186667
28/1/2023 16:45,1.062,3945.9517,51.12566667
28/1/2023 17:00,0.788,2796.5095,44.27666667
28/1/2023 17:15,0.336,1132.2076,37.0654
28/1/2023 17:30,0.198,690.2164,29.8314
28/1/2023 17:45,0.08,238.46077,20.33546667
28/1/2023 18:00,0,27.641348,11.7959
28/1/2023 18:15,0,0,7.959953333
28/1/2023 18:30,0,0,7.29
28/1/2023 18:45,0,0,7.290146667
28/1/2023 19:00,0,0,7.267893333
28/1/2023 19:15,0,0,7.253466667
28/1/2023 19:30,0,0,7.157853333
28/1/2023 19:45,0,0,7.039873333
28/1/2023 20:00,0,0,6.966413333
28/1/2023 20:15,0,0,6.974066667
28/1/2023 20:30,0,0,6.871066667
28/1/2023 20:45,0,0,6.775386667
28/1/2023 21:00,0,0,6.760733333
28/1/2023 21:15,0,0,6.768206667
28/1/2023 21:30,0,0,6.878593333
28/1/2023 21:45,0,0,6.797606667
28/1/2023 22:00,0,0,6.81954
28/1/2023 22:15,0,0,6.87104
28/1/2023 22:30,0,0,6.84906
28/1/2023 22:45,0,0,6.989026667
28/1/2023 23:00,0,0,6.878506667
28/1/2023 23:15,0,0,6.826986667
28/1/2023 23:30,0,0,6.834266667
28/1/2023 23:45,0,0,6.69434
29/1/2023 0:00,0,0,6.62836
29/1/2023 0:15,0,0,6.635733333
29/1/2023 0:30,0,0,6.62834
29/1/2023 0:45,0,0,6.643026667
29/1/2023 1:00,0,0,6.67988
29/1/2023 1:15,0,0,6.62838
29/1/2023 1:30,0,0,6.628506667
29/1/2023 1:45,0,0,6.628766667
29/1/2023 2:00,0,0,6.62896
29/1/2023 2:15,0,0,6.629186667
29/1/2023 2:30,0,0,6.629333333
29/1/2023 2:45,0,0,6.6294
29/1/2023 3:00,0,0,6.6221
29/1/2023 3:15,0,0,6.592553333
29/1/2023 3:30,0,0,6.5631
29/1/2023 3:45,0,0,6.474753333
29/1/2023 4:00,0,0,6.32744
29/1/2023 4:15,0,0,6.26858
29/1/2023 4:30,0,0,6.275946667
29/1/2023 4:45,0,0,6.209626667
29/1/2023 5:00,0,0,6.03288
29/1/2023 5:15,0,0,6.025513333
29/1/2023 5:30,0,0,5.98868
29/1/2023 5:45,0,0,5.9666
29/1/2023 6:00,0,0,5.96676
29/1/2023 6:15,0,0,5.996233333
29/1/2023 6:30,0,0,5.996333333
29/1/2023 6:45,0,0,7.373913333
29/1/2023 7:00,0.003,52.227234,12.36848
29/1/2023 7:15,0.096,453.34027,28.8328
29/1/2023 7:30,0.21,900.80707,63.02093333
29/1/2023 7:45,0.378,1576.3098,104.1467333
29/1/2023 8:00,0.521,2099.3994,144.494
29/1/2023 8:15,0.657,2661.3164,139.5271333
29/1/2023 8:30,0.849,3465.97,240.318
29/1/2023 8:45,1.185,4800.0425,286.5253333
29/1/2023 9:00,1.553,6336.107,329.9626667
29/1/2023 9:15,1.943,7806.407,369.972
29/1/2023 9:30,2.67,10793.413,410.0486667
29/1/2023 9:45,3.149,12474.475,449.0266667
29/1/2023 10:00,3.571,14174.851,484.14
29/1/2023 10:15,3.968,15589.108,516.7093333
29/1/2023 10:30,4.273,16806.764,543.9546667
29/1/2023 10:45,4.518,17665.201,569.0153333
29/1/2023 11:00,4.762,18637.725,591.0573333
29/1/2023 11:15,5.047,19755.43,610.5706667
29/1/2023 11:30,5.143,20002.627,626.7873333
29/1/2023 11:45,5.189,20184.207,638.8426667
29/1/2023 12:00,5.284,20560.605,648.558
29/1/2023 12:15,5.248,20316.521,640.7313333
29/1/2023 12:30,5.114,19765.14,660.792
29/1/2023 12:45,5.005,19364.535,655.042
29/1/2023 13:00,4.933,19139.65,638.8293333
29/1/2023 13:15,4.885,18918.703,627.3013333
29/1/2023 13:30,4.797,18582.264,613.2526667
29/1/2023 13:45,4.754,18405.77,593.9093333
29/1/2023 14:00,4.61,17747.12,567.3533333
29/1/2023 14:15,4.187,16015.182,541.8593333
29/1/2023 14:30,3.957,15257.567,514.8126667
29/1/2023 14:45,3.756,14447.849,485.4933333
29/1/2023 15:00,3.512,13449.363,453.5733333
29/1/2023 15:15,3.185,12197.0205,418.5546667
29/1/2023 15:30,2.853,10754.566,379.6153333
29/1/2023 15:45,2.417,9119.369,338.414
29/1/2023 16:00,1.942,7269.4395,292.6066667
29/1/2023 16:15,1.593,5976.208,169.4018
29/1/2023 16:30,1.312,4943.149,55.50766667
29/1/2023 16:45,1.059,3948.8728,48.61673333
29/1/2023 17:00,0.804,2873.9983,42.10606667
29/1/2023 17:15,0.347,1174.6796,35.38046667
29/1/2023 17:30,0.208,732.7039,28.145
29/1/2023 17:45,0.091,273.24222,18.67093333
29/1/2023 18:00,0,12.86851,9.4681
29/1/2023 18:15,0,0,5.610786667
29/1/2023 18:30,0,0,4.558093333
29/1/2023 18:45,0,0,4.307766667
29/1/2023 19:00,0,0,4.433
29/1/2023 19:15,0,0,4.418393333
29/1/2023 19:30,0,0,4.433206667
29/1/2023 19:45,0,0,4.46266
29/1/2023 20:00,0,0,4.631993333
29/1/2023 20:15,0,0,4.639453333
29/1/2023 20:30,0,0,4.6395
29/1/2023 20:45,0,0,4.639513333
29/1/2023 21:00,0,0,4.6395
29/1/2023 21:15,0,0,4.646986667
29/1/2023 21:30,0,0,4.6397
29/1/2023 21:45,0,0,4.639613333
29/1/2023 22:00,0,0,4.639666667
29/1/2023 22:15,0,0,4.639713333
29/1/2023 22:30,0,0,4.639706667
29/1/2023 22:45,0,0,4.720626667
29/1/2023 23:00,0,0,4.86058
29/1/2023 23:15,0,0,4.919346667
29/1/2023 23:30,0,0,5.36114
29/1/2023 23:45,0,0,5.685266667
30/1/2023 0:00,0,0,5.736786667
30/1/2023 0:15,0,0,5.714693333
30/1/2023 0:30,0,0,5.699973333
30/1/2023 0:45,0,0,5.699993333
30/1/2023 1:00,0,0,5.7368
30/1/2023 1:15,0,0,5.81054
30/1/2023 1:30,0,0,5.921026667
30/1/2023 1:45,0,0,5.94314
30/1/2023 2:00,0,0,5.96514
30/1/2023 2:15,0,0,5.96516
30/1/2023 2:30,0,0,5.96514
30/1/2023 2:45,0,0,5.965153333
30/1/2023 3:00,0,0,5.9653
30/1/2023 3:15,0,0,5.965353333
30/1/2023 3:30,0,0,5.965406667
30/1/2023 3:45,0,0,5.972806667
30/1/2023 4:00,0,0,5.980133333
30/1/2023 4:15,0,0,5.9656
30/1/2023 4:30,0,0,5.965786667
30/1/2023 4:45,0,0,5.96576
30/1/2023 5:00,0,0,5.965753333
30/1/2023 5:15,0,0,5.965906667
30/1/2023 5:30,0,0,5.965633333
30/1/2023 5:45,0,0,5.965706667
30/1/2023 6:00,0,0,5.99516
30/1/2023 6:15,0,0,6.091006667
30/1/2023 6:30,0,0,6.22366
30/1/2023 6:45,0,0,7.438826667
30/1/2023 7:00,0.004,67.470215,13.45607333
30/1/2023 7:15,0.094,432.63422,32.7664
30/1/2023 7:30,0.19,817.36456,70.36393333
30/1/2023 7:45,0.348,1453.4052,113.0858667
30/1/2023 8:00,0.473,1901.1339,157.08
30/1/2023 8:15,0.584,2361.8186,203.014
30/1/2023 8:30,0.744,3025.6006,251.3933333
30/1/2023 8:45,1.023,4117.3975,299.0366667
30/1/2023 9:00,1.369,5665.268,345.4393333
30/1/2023 9:15,1.766,7182.86,388.6
30/1/2023 9:30,2.591,10531.4375,428.4153333
30/1/2023 9:45,3.093,12236.222,465.7173333
30/1/2023 10:00,3.526,13999.311,498.7873333
30/1/2023 10:15,3.919,15394.308,530.934
30/1/2023 10:30,4.207,16548.91,560.4813333
30/1/2023 10:45,4.461,17477.871,586.874
30/1/2023 11:00,4.736,18560.232,604.4673333
30/1/2023 11:15,5.067,19837.326,615.6986667
30/1/2023 11:30,5.172,20097.875,628.946
30/1/2023 11:45,5.225,20341.385,638.0893333
30/1/2023 12:00,5.369,20851.69,645.4073333
30/1/2023 12:15,5.291,20504.545,650.2266667
30/1/2023 12:30,5.141,19768.63,650.6813333
30/1/2023 12:45,4.913,19076.697,648.1553333
30/1/2023 13:00,4.867,18867.525,638.818
30/1/2023 13:15,4.81,18614.857,628.266
30/1/2023 13:30,4.744,18409.969,614.3126667
30/1/2023 13:45,4.811,18642.742,596.264
30/1/2023 14:00,4.662,17963.197,574.3526667
30/1/2023 14:15,4.248,16171.0205,552.012
30/1/2023 14:30,3.96,15255.142,525.2513333
30/1/2023 14:45,3.773,14494.737,496.9966667
30/1/2023 15:00,3.531,13511.098,466.5106667
30/1/2023 15:15,3.195,12240.553,431.0986667
30/1/2023 15:30,2.876,10894.06,392.2453333
30/1/2023 15:45,2.425,9188.862,350.8973333
30/1/2023 16:00,1.922,7157.5005,309.1686667
30/1/2023 16:15,1.564,5873.0786,190.0528
30/1/2023 16:30,1.297,4883.4224,35.29606667
30/1/2023 16:45,1.054,3925.7207,35.80046667
30/1/2023 17:00,0.805,2907.3652,33.13846667
30/1/2023 17:15,0.283,881.3958,28.96713333
30/1/2023 17:30,0.16,566.0225,23.9848
30/1/2023 17:45,0.076,241.20853,17.30013333
30/1/2023 18:00,0,11.727667,9.64396
30/1/2023 18:15,0,0,5.389133333
30/1/2023 18:30,0,0,4.638333333
30/1/2023 18:45,0,0,4.638506667
30/1/2023 19:00,0,0,4.63128
30/1/2023 19:15,0,0,4.631213333
30/1/2023 19:30,0,0,4.638513333
30/1/2023 19:45,0,0,4.7195
30/1/2023 20:00,0,0,4.800546667
30/1/2023 20:15,0,0,4.830113333
30/1/2023 20:30,0,0,5.02164
30/1/2023 20:45,0,0,5.080493333
30/1/2023 21:00,0,0,5.389746667
30/1/2023 21:15,0,0,5.47066
30/1/2023 21:30,0,0,5.757786667
30/1/2023 21:45,0,0,5.765153333
30/1/2023 22:00,0,0,5.949173333
30/1/2023 22:15,0,0,5.956613333
30/1/2023 22:30,0,0,5.963946667
30/1/2023 22:45,0,0,5.978753333
30/1/2023 23:00,0,0,5.949253333
30/1/2023 23:15,0,0,6.030233333
30/1/2023 23:30,0,0,6.03032
30/1/2023 23:45,0,0,6.0895
31/1/2023 0:00,0,0,6.244086667
31/1/2023 0:15,0,0,6.369326667
31/1/2023 0:30,0,0,6.53122
31/1/2023 0:45,0,0,6.627
31/1/2023 1:00,0,0,6.730153333
31/1/2023 1:15,0,0,6.7007
31/1/2023 1:30,0,0,6.649106667
31/1/2023 1:45,0,0,6.627273333
31/1/2023 2:00,0,0,6.627393333
31/1/2023 2:15,0,0,6.627566667
31/1/2023 2:30,0,0,6.642213333
31/1/2023 2:45,0,0,6.62762
31/1/2023 3:00,0,0,6.627673333
31/1/2023 3:15,0,0,6.634953333
31/1/2023 3:30,0,0,6.627566667
31/1/2023 3:45,0,0,6.627566667
31/1/2023 4:00,0,0,6.627573333
31/1/2023 4:15,0,0,6.68652
31/1/2023 4:30,0,0,6.715946667
31/1/2023 4:45,0,0,6.885326667
31/1/2023 5:00,0,0,6.981153333
31/1/2023 5:15,0,0,6.981253333
31/1/2023 5:30,0,0,6.91508
31/1/2023 5:45,0,0,6.72364
31/1/2023 6:00,0,0,6.760386667
31/1/2023 6:15,0,0,6.885486667
31/1/2023 6:30,0,0,6.914906667
31/1/2023 6:45,0,0,7.79856
31/1/2023 7:00,0,16.931986,11.6279
31/1/2023 7:15,0.082,414.72186,21.53253333
31/1/2023 7:30,0.227,961.5134,36.65053333
31/1/2023 7:45,0.425,1768.1421,54.96453333
31/1/2023 8:00,0.7,2888.1772,122.0564
31/1/2023 8:15,1.029,4229.4326,152.06
31/1/2023 8:30,1.134,4719.4204,139.2966667
31/1/2023 8:45,1.515,5936.6953,183.5366667
31/1/2023 9:00,1.59,6274.218,189.756
31/1/2023 9:15,2.019,8504.936,290.0294667
31/1/2023 9:30,2.608,9778.795,405.5126667
31/1/2023 9:45,2.923,11535.601,427.6346667
31/1/2023 10:00,2.964,14423.025,398.2173333
31/1/2023 10:15,3.443,14002.564,463.6786667
31/1/2023 10:30,3.225,11305.351,383.6733333
31/1/2023 10:45,4.147,12648.999,501.0513333
31/1/2023 11:00,4.299,16522.576,550.776
31/1/2023 11:15,4.861,17840.3,539.986
31/1/2023 11:30,4.313,20806.227,472.538
31/1/2023 11:45,4.571,16201.439,526.8333333
31/1/2023 12:00,4.426,18383.836,444.726
31/1/2023 12:15,4.351,18260.852,523.418
31/1/2023 12:30,5.197,18543.568,626.8373333
31/1/2023 12:45,5.128,19756.617,624.62
31/1/2023 13:00,4.654,18684.156,493.8193333
31/1/2023 13:15,4.691,18778.277,520.0506667
31/1/2023 13:30,5.333,20603.1,671.5293333
31/1/2023 13:45,5.346,20578.186,586.8126667
31/1/2023 14:00,5.383,19133.678,380.988
