Time,generation,power(W),Irradiance (W/m2)
1/9/2022 0:00,0,0,18.61913333
1/9/2022 0:15,0,0,19.18526667
1/9/2022 0:30,0,0,19.8244
1/9/2022 0:45,0,0,20.10293333
1/9/2022 1:00,0,0,20.19786667
1/9/2022 1:15,0,0,20.26393333
1/9/2022 1:30,0,0,20.4042
1/9/2022 1:45,0,0,20.10993333
1/9/2022 2:00,0,0,19.98473333
1/9/2022 2:15,0,0,19.97093333
1/9/2022 2:30,0,0,20.25013333
1/9/2022 2:45,0,0,20.41926667
1/9/2022 3:00,0,0,20.42706667
1/9/2022 3:15,0,0,20.39773333
1/9/2022 3:30,0,0,20.32513333
1/9/2022 3:45,0,0,20.27346667
1/9/2022 4:00,0,0,20.50126667
1/9/2022 4:15,0,0,20.75153333
1/9/2022 4:30,0,0,20.83193333
1/9/2022 4:45,0,0,20.8242
1/9/2022 5:00,0,0,20.6846
1/9/2022 5:15,0,0,20.54513333
1/9/2022 5:30,0,0,20.7588
1/9/2022 5:45,0,0,21.11173333
1/9/2022 6:00,0,11.401376,24.1488
1/9/2022 6:15,0.055,283.07745,33.92193333
1/9/2022 6:30,0.193,884.07587,55.41593333
1/9/2022 6:45,0.335,1359.5635,87.18393333
1/9/2022 7:00,0.472,1937.1775,120.0086667
1/9/2022 7:15,0.719,2955.9165,172.7806667
1/9/2022 7:30,0.979,4000.5903,223.5126667
1/9/2022 7:45,1.264,5083.8066,271.164
1/9/2022 8:00,1.528,6152.474,318.7646667
1/9/2022 8:15,1.869,7630.366,364.8773333
1/9/2022 8:30,2.381,9503.479,406.214
1/9/2022 8:45,2.821,11341.733,454.456
1/9/2022 9:00,3.363,14055.776,477.902
1/9/2022 9:15,2.887,9825.396,463.676
1/9/2022 9:30,4.326,17507.139,522.4426667
1/9/2022 9:45,4.84,18188.98,613.5066667
1/9/2022 10:00,4.731,18859.184,632.1373333
1/9/2022 10:15,5.723,22246.22,663.1346667
1/9/2022 10:30,5.803,22652.06,675.41
1/9/2022 10:45,6.103,23649.725,697.8113333
1/9/2022 11:00,6.249,24538.818,706.5913333
1/9/2022 11:15,6.545,25408.422,670.9533333
1/9/2022 11:30,6.55,25961.404,735.4413333
1/9/2022 11:45,6.147,23352.75,741.4646667
1/9/2022 12:00,7.143,27817.377,758.1706667
1/9/2022 12:15,7.004,28251.475,756.6833333
1/9/2022 12:30,7.525,29543.018,668.8
1/9/2022 12:45,6.301,25639.58,709.4266667
1/9/2022 13:00,6.131,25439.215,762.0853333
1/9/2022 13:15,6.916,24387.553,732.2486667
1/9/2022 13:30,5,19995.713,649.0086667
1/9/2022 13:45,5.732,27485.596,756.752
1/9/2022 14:00,4.33,11570.575,584.1026667
1/9/2022 14:15,4.798,22514.479,454.448
1/9/2022 14:30,3.536,12291.54,456.254
1/9/2022 14:45,3.519,14550.692,350.3066667
1/9/2022 15:00,4.23,13869.47,267.962
1/9/2022 15:15,2.734,9729.852,320.3313333
1/9/2022 15:30,1.196,4190.107,162.9513333
1/9/2022 15:45,0.471,1293.3192,79.55
1/9/2022 16:00,0.046,266.5216,25.0626
1/9/2022 16:15,0.357,1686.6356,48.852
1/9/2022 16:30,0.535,1913.3796,67.5458
1/9/2022 16:45,0.466,2050.3765,54.99366667
1/9/2022 17:00,0.555,1960.8336,72.21433333
1/9/2022 17:15,0.442,1600.7412,61.04566667
1/9/2022 17:30,0.287,1012.4942,45.7336
1/9/2022 17:45,0.207,795.2486,38.46386667
1/9/2022 18:00,0.128,432.1978,31.00926667
1/9/2022 18:15,0.033,86.46792,21.81753333
1/9/2022 18:30,0,1.3108598,15.4716
1/9/2022 18:45,0,0,12.626
1/9/2022 19:00,0,0,12.4422
1/9/2022 19:15,0,0,12.56706667
1/9/2022 19:30,0,0,12.58133333
1/9/2022 19:45,0,0,12.62613333
1/9/2022 20:00,0,0,13.00826667
1/9/2022 20:15,0,0,13.2658
1/9/2022 20:30,0,0,13.50073333
1/9/2022 20:45,0,0,13.736
1/9/2022 21:00,0,0,14.3314
1/9/2022 21:15,0,0,14.339
1/9/2022 21:30,0,0,14.69953333
1/9/2022 21:45,0,0,14.92
1/9/2022 22:00,0,0,15.02273333
1/9/2022 22:15,0,0,15.33826667
1/9/2022 22:30,0,0,15.38986667
1/9/2022 22:45,0,0,15.67786667
1/9/2022 23:00,0,0,15.87613333
1/9/2022 23:15,0,0,15.884
1/9/2022 23:30,0,0,15.8836
1/9/2022 23:45,0,0,15.89093333
2/9/2022 0:00,0,0,15.95733333
2/9/2022 0:15,0,0,16.3688
2/9/2022 0:30,0,0,16.854
2/9/2022 0:45,0,0,17.13353333
2/9/2022 1:00,0,0,17.2068
2/9/2022 1:15,0,0,17.19213333
2/9/2022 1:30,0,0,17.2364
2/9/2022 1:45,0,0,17.31686667
2/9/2022 2:00,0,0,17.47886667
2/9/2022 2:15,0,0,17.61146667
2/9/2022 2:30,0,0,17.66246667
2/9/2022 2:45,0,0,17.8682
2/9/2022 3:00,0,0,17.90546667
2/9/2022 3:15,0,0,18.023
2/9/2022 3:30,0,0,18.11833333
2/9/2022 3:45,0,0,18.24333333
2/9/2022 4:00,0,0,18.56706667
2/9/2022 4:15,0,0,18.6408
2/9/2022 4:30,0,0,18.48566667
2/9/2022 4:45,0,0,18.87493333
2/9/2022 5:00,0,0,19.19153333
2/9/2022 5:15,0,0,19.24353333
2/9/2022 5:30,0,0,19.32386667
2/9/2022 5:45,0,0,19.36833333
2/9/2022 6:00,0,0,20.4426
2/9/2022 6:15,0.041,257.04,29.44406667
2/9/2022 6:30,0.219,973.7749,47.416
2/9/2022 6:45,0.402,1655.7706,65.77713333
2/9/2022 7:00,0.452,1793.8796,74.44013333
2/9/2022 7:15,0.64,2654.8865,93.26926667
2/9/2022 7:30,0.863,3475.7537,116.1526667
2/9/2022 7:45,1.099,4489.3706,145.8186667
2/9/2022 8:00,1.568,6422.47,203.5413333
2/9/2022 8:15,1.923,7597.4717,244.5033333
2/9/2022 8:30,2,7917.832,247.2533333
2/9/2022 8:45,2.066,7923.569,262.5793333
2/9/2022 9:00,2.665,12106.012,332.4653333
2/9/2022 9:15,2.983,12265.44,376.9113333
2/9/2022 9:30,3.351,13384.701,382.764
2/9/2022 9:45,3.513,13467.366,379.87
2/9/2022 10:00,3.292,11629.395,390.19
2/9/2022 10:15,4.071,14742.088,444.658
2/9/2022 10:30,4.485,15513.312,545.4106667
2/9/2022 10:45,4.516,19926.088,585.9573333
2/9/2022 11:00,5.309,21026.814,597.2426667
2/9/2022 11:15,5.35,20962.086,604.3213333
2/9/2022 11:30,5.556,21605.635,601.2833333
2/9/2022 11:45,5.507,21382.955,575.1313333
2/9/2022 12:00,5.642,21145.322,649.032
2/9/2022 12:15,3.881,17534.543,490.6673333
2/9/2022 12:30,4.41,17355.19,489.01
2/9/2022 12:45,5.287,21602.602,502.7093333
2/9/2022 13:00,5.386,18248.285,540.9953333
2/9/2022 13:15,5.281,21364.11,517.1026667
2/9/2022 13:30,5.456,21798.799,554.0553333
2/9/2022 13:45,5.516,21580.162,550.9146667
2/9/2022 14:00,5.27,20995.982,558.1506667
2/9/2022 14:15,5.327,17824.795,562.002
2/9/2022 14:30,5.445,21121.096,562.136
2/9/2022 14:45,5.061,19937.627,591.5433333
2/9/2022 15:00,4.532,19286.283,487.768
2/9/2022 15:15,4.735,18316.396,557.79
2/9/2022 15:30,3.879,14850.917,468.39
2/9/2022 15:45,3.57,14317.389,450.73
2/9/2022 16:00,3.072,12133.409,397.0493333
2/9/2022 16:15,2.661,10036.508,341.816
2/9/2022 16:30,2.099,7802.0728,275.6213333
2/9/2022 16:45,1.788,6838.0093,234.9526667
2/9/2022 17:00,1.547,5923.1943,207.8413333
2/9/2022 17:15,1.26,4618.9907,125.2716667
2/9/2022 17:30,0.616,1984.9287,68.00233333
2/9/2022 17:45,0.447,1712.2281,63.44293333
2/9/2022 18:00,0.248,830.3129,45.53053333
2/9/2022 18:15,0.107,330.7172,32.50426667
2/9/2022 18:30,0,10.645433,21.59693333
2/9/2022 18:45,0,0,16.9744
2/9/2022 19:00,0,0,15.89386667
2/9/2022 19:15,0,0,16.27706667
2/9/2022 19:30,0,0,16.505
2/9/2022 19:45,0,0,16.55693333
2/9/2022 20:00,0,0,17.02806667
2/9/2022 20:15,0,0,17.624
2/9/2022 20:30,0,0,17.78573333
2/9/2022 20:45,0,0,17.85206667
2/9/2022 21:00,0,0,17.86666667
2/9/2022 21:15,0,0,17.9108
2/9/2022 21:30,0,0,18.34466667
2/9/2022 21:45,0,0,18.529
2/9/2022 22:00,0,0,18.55086667
2/9/2022 22:15,0,0,18.54353333
2/9/2022 22:30,0,0,18.60266667
2/9/2022 22:45,0,0,18.63193333
2/9/2022 23:00,0,0,19.08826667
2/9/2022 23:15,0,0,19.50033333
2/9/2022 23:30,0,0,19.57506667
2/9/2022 23:45,0,0,19.8104
3/9/2022 0:00,0,0,19.97246667
3/9/2022 0:15,0,0,20.39193333
3/9/2022 0:30,0,0,20.48746667
3/9/2022 0:45,0,0,20.516
3/9/2022 1:00,0,0,20.51613333
3/9/2022 1:15,0,0,20.37626667
3/9/2022 1:30,0,0,20.58173333
3/9/2022 1:45,0,0,20.81013333
3/9/2022 2:00,0,0,21.08233333
3/9/2022 2:15,0,0,21.10433333
3/9/2022 2:30,0,0,21.17766667
3/9/2022 2:45,0,0,21.17793333
3/9/2022 3:00,0,0,21.22093333
3/9/2022 3:15,0,0,21.22106667
3/9/2022 3:30,0,0,21.258
3/9/2022 3:45,0,0,21.38406667
3/9/2022 4:00,0,0,21.64853333
3/9/2022 4:15,0,0,21.7516
3/9/2022 4:30,0,0,21.8332
3/9/2022 4:45,0,0,21.84766667
3/9/2022 5:00,0,0,21.83986667
3/9/2022 5:15,0,0,21.84033333
3/9/2022 5:30,0,0,21.84813333
3/9/2022 5:45,0,0,22.44373333
3/9/2022 6:00,0,2.6969988,26.1138
3/9/2022 6:15,0.068,358.7985,37.80733333
3/9/2022 6:30,0.218,957.98895,62.8718
3/9/2022 6:45,0.391,1626.7971,98.33346667
3/9/2022 7:00,0.556,2279.2107,137.2766667
3/9/2022 7:15,0.744,3040.258,178.8433333
3/9/2022 7:30,0.967,3906.761,221.618
3/9/2022 7:45,1.244,5074.5454,273.75
3/9/2022 8:00,1.484,5930.349,323.6653333
3/9/2022 8:15,1.84,7465.9277,369.656
3/9/2022 8:30,2.365,9520.011,411.556
3/9/2022 8:45,2.877,11553.923,453.6093333
3/9/2022 9:00,3.543,14200.312,492.5986667
3/9/2022 9:15,4.092,16147.196,530.6273333
3/9/2022 9:30,4.492,17705.967,564.7806667
3/9/2022 9:45,4.953,19382.27,597.8886667
3/9/2022 10:00,5.259,20598.371,628.7326667
3/9/2022 10:15,5.613,22040.352,651.0366667
3/9/2022 10:30,5.897,23092.201,677.764
3/9/2022 10:45,6.147,24024.418,697.3126667
3/9/2022 11:00,6.344,24763.23,718.5413333
3/9/2022 11:15,6.543,25516.23,733.51
3/9/2022 11:30,6.822,26688.383,736.3893333
3/9/2022 11:45,7.158,28036.604,739.0473333
3/9/2022 12:00,7.37,28596.34,749.0106667
3/9/2022 12:15,7.299,28329.354,749.9193333
3/9/2022 12:30,7.265,28197.594,746.436
3/9/2022 12:45,7.229,27961.06,734.78
3/9/2022 13:00,7.118,27588.93,725.5973333
3/9/2022 13:15,7.02,27377.416,713.928
3/9/2022 13:30,6.928,26728.586,701.2526667
3/9/2022 13:45,6.657,25607.457,687.4593333
3/9/2022 14:00,6.222,23785.705,665.0973333
3/9/2022 14:15,5.819,22538.639,634.8173333
3/9/2022 14:30,5.504,21266.682,601.438
3/9/2022 14:45,5.087,19505.492,571.362
3/9/2022 15:00,4.677,17813.373,535.468
3/9/2022 15:15,4.256,16257.121,497.398
3/9/2022 15:30,3.795,14411.575,456.5486667
3/9/2022 15:45,3.389,12800.772,421.3446667
3/9/2022 16:00,2.891,10936.819,373.0266667
3/9/2022 16:15,2.512,9559.516,329.2373333
3/9/2022 16:30,2.18,8203.949,291.1506667
3/9/2022 16:45,1.743,6509.147,242.3413333
3/9/2022 17:00,1.324,4881.967,196.4906667
3/9/2022 17:15,0.98,3564.3838,113.607
3/9/2022 17:30,0.446,1436.2697,49.56633333
3/9/2022 17:45,0.242,847.39923,37.90566667
3/9/2022 18:00,0.155,569.81323,31.07186667
3/9/2022 18:15,0.061,162.97514,23.17753333
3/9/2022 18:30,0,1.7056776,14.92233333
3/9/2022 18:45,0,0,11.93846667
3/9/2022 19:00,0,0,11.67433333
3/9/2022 19:15,0,0,11.62306667
3/9/2022 19:30,0,0,12.10846667
3/9/2022 19:45,0,0,12.49846667
3/9/2022 20:00,0,0,12.58693333
3/9/2022 20:15,0,0,12.71213333
3/9/2022 20:30,0,0,13.2858
3/9/2022 20:45,0,0,13.8226
3/9/2022 21:00,0,0,13.89626667
3/9/2022 21:15,0,0,13.97693333
3/9/2022 21:30,0,0,14.69013333
3/9/2022 21:45,0,0,15.0506
3/9/2022 22:00,0,0,15.27133333
3/9/2022 22:15,0,0,15.92586667
3/9/2022 22:30,0,0,16.4476
3/9/2022 22:45,0,0,16.5432
3/9/2022 23:00,0,0,16.6536
3/9/2022 23:15,0,0,17.0874
3/9/2022 23:30,0,0,17.5364
3/9/2022 23:45,0,0,17.7714
4/9/2022 0:00,0,0,17.74973333
4/9/2022 0:15,0,0,17.79346667
4/9/2022 0:30,0,0,17.9774
4/9/2022 0:45,0,0,18.426
4/9/2022 1:00,0,0,18.34513333
4/9/2022 1:15,0,0,18.5294
4/9/2022 1:30,0,0,18.54446667
4/9/2022 1:45,0,0,18.67766667
4/9/2022 2:00,0,0,18.86173333
4/9/2022 2:15,0,0,19.08293333
4/9/2022 2:30,0,0,19.17813333
4/9/2022 2:45,0,0,19.19266667
4/9/2022 3:00,0,0,19.19273333
4/9/2022 3:15,0,0,19.22926667
4/9/2022 3:30,0,0,19.3686
4/9/2022 3:45,0,0,19.35426667
4/9/2022 4:00,0,0,19.77373333
4/9/2022 4:15,0,0,19.83246667
4/9/2022 4:30,0,0,19.85466667
4/9/2022 4:45,0,0,19.8468
4/9/2022 5:00,0,0,19.81013333
4/9/2022 5:15,0,0,19.8986
4/9/2022 5:30,0,0,19.95753333
4/9/2022 5:45,0,0,20.29553333
4/9/2022 6:00,0,37.373447,23.17953333
4/9/2022 6:15,0.073,363.48105,38.32793333
4/9/2022 6:30,0.173,742.6032,64.5462
4/9/2022 6:45,0.336,1335.6959,111.4825333
4/9/2022 7:00,0.476,1957.7334,148.714
4/9/2022 7:15,0.606,2467.3875,198.95
4/9/2022 7:30,0.809,3265.873,243.37
4/9/2022 7:45,1.057,4299.5586,288.4673333
4/9/2022 8:00,1.283,5112.0347,315.2166667
4/9/2022 8:15,1.636,6740.8184,328.5117333
4/9/2022 8:30,2.336,9490.048,433.674
4/9/2022 8:45,2.826,11355.633,471.2973333
4/9/2022 9:00,3.578,14364.976,504.5766667
4/9/2022 9:15,4.126,16322.3545,539.6233333
4/9/2022 9:30,4.576,18100.084,574.5913333
4/9/2022 9:45,5.046,19875.363,605.7626667
4/9/2022 10:00,5.397,21169.846,635.102
4/9/2022 10:15,5.758,22664.273,658.978
4/9/2022 10:30,6.093,23854.434,680.1693333
4/9/2022 10:45,6.382,25001.414,699.4006667
4/9/2022 11:00,6.607,25756.162,716.2793333
4/9/2022 11:15,6.746,26223.168,730.03
4/9/2022 11:30,6.93,27006.688,738.9026667
4/9/2022 11:45,7.162,28184.465,747.1126667
4/9/2022 12:00,7.343,28568.152,748.6773333
4/9/2022 12:15,7.368,28522.98,749.4126667
4/9/2022 12:30,7.336,28469.57,749.8486667
4/9/2022 12:45,7.236,28146.465,743.6066667
4/9/2022 13:00,7.229,28062.586,737.4873333
4/9/2022 13:15,7.14,27668.87,725.65
4/9/2022 13:30,6.969,26906.105,709.2926667
4/9/2022 13:45,6.622,25342.693,691.8966667
4/9/2022 14:00,6.215,23893.67,672.392
4/9/2022 14:15,5.833,22608.248,645.644
4/9/2022 14:30,5.614,21499.299,621.256
4/9/2022 14:45,5.121,19508.285,591.7886667
4/9/2022 15:00,4.692,17992.994,555.6293333
4/9/2022 15:15,4.209,15825.5205,520.8366667
4/9/2022 15:30,3.634,13855.348,480.726
4/9/2022 15:45,3.228,12341.923,433.85
4/9/2022 16:00,2.889,10991.423,396.5626667
4/9/2022 16:15,2.484,9397.843,355.1873333
4/9/2022 16:30,2.117,7939.4595,312.5173333
4/9/2022 16:45,1.726,6449.4854,266.7546667
4/9/2022 17:00,1.321,4842.7437,217.4613333
4/9/2022 17:15,0.965,3513.2322,140.5236
4/9/2022 17:30,0.335,1007.8262,40.42066667
4/9/2022 17:45,0.218,810.5492,35.1526
4/9/2022 18:00,0.153,556.01843,29.7598
4/9/2022 18:15,0.069,213.06358,22.44893333
4/9/2022 18:30,0,0,14.56933333
4/9/2022 18:45,0,0,10.67335333
4/9/2022 19:00,0,0,9.982446667
4/9/2022 19:15,0,0,10.38013333
4/9/2022 19:30,0,0,10.92466667
4/9/2022 19:45,0,0,11.2482
4/9/2022 20:00,0,0,11.2558
4/9/2022 20:15,0,0,11.528
4/9/2022 20:30,0,0,12.06453333
4/9/2022 20:45,0,0,11.97673333
4/9/2022 21:00,0,0,12.08793333
4/9/2022 21:15,0,0,12.1616
4/9/2022 21:30,0,0,12.7862
4/9/2022 21:45,0,0,13.21266667
4/9/2022 22:00,0,0,13.49933333
4/9/2022 22:15,0,0,14.02133333
4/9/2022 22:30,0,0,14.27886667
4/9/2022 22:45,0,0,14.7054
4/9/2022 23:00,0,0,15.31526667
4/9/2022 23:15,0,0,16.3594
4/9/2022 23:30,0,0,16.50666667
4/9/2022 23:45,0,0,16.5288
5/9/2022 0:00,0,0,16.79373333
5/9/2022 0:15,0,0,17.52153333
5/9/2022 0:30,0,0,17.85233333
5/9/2022 0:45,0,0,17.8742
5/9/2022 1:00,0,0,18.00646667
5/9/2022 1:15,0,0,18.34486667
5/9/2022 1:30,0,0,18.5214
5/9/2022 1:45,0,0,18.47713333
5/9/2022 2:00,0,0,18.52153333
5/9/2022 2:15,0,0,18.5594
5/9/2022 2:30,0,0,18.8974
5/9/2022 2:45,0,0,19.50053333
5/9/2022 3:00,0,0,19.28
5/9/2022 3:15,0,0,19.185
5/9/2022 3:30,0,0,19.14873333
5/9/2022 3:45,0,0,19.2446
5/9/2022 4:00,0,0,20.1124
5/9/2022 4:15,0,0,20.3552
5/9/2022 4:30,0,0,19.92113333
5/9/2022 4:45,0,0,19.7372
5/9/2022 5:00,0,0,19.81126667
5/9/2022 5:15,0,0,19.84746667
5/9/2022 5:30,0,0,20.14146667
5/9/2022 5:45,0,0,20.8694
5/9/2022 6:00,0,0,23.64933333
5/9/2022 6:15,0.015,119.61707,30.81193333
5/9/2022 6:30,0.099,416.8819,44.92233333
5/9/2022 6:45,0.198,833.55084,51.97446667
5/9/2022 7:00,0.347,1520.941,75.5866
5/9/2022 7:15,0.732,2751.3438,167.194
5/9/2022 7:30,0.55,2154.9563,100.4302667
5/9/2022 7:45,0.796,3277.716,172.794
5/9/2022 8:00,1.242,5136.125,218.05
5/9/2022 8:15,1.448,5485.019,217.334
5/9/2022 8:30,2.518,12167.514,293.5853333
5/9/2022 8:45,2.805,10898.265,329.346
5/9/2022 9:00,2.299,9215.711,303.2673333
5/9/2022 9:15,2.516,9423.844,350.8
5/9/2022 9:30,2.67,10951.538,330.336
5/9/2022 9:45,2.978,12704.503,329.5006667
5/9/2022 10:00,3.353,13125.888,414.3933333
5/9/2022 10:15,3.92,15197.725,455.7493333
5/9/2022 10:30,5.546,21054.781,574.9946667
5/9/2022 10:45,5.405,23930.404,634.1666667
5/9/2022 11:00,6.519,25478.877,724.4526667
5/9/2022 11:15,6.66,25951.932,710.3353333
5/9/2022 11:30,6.889,26925.51,747.4993333
5/9/2022 11:45,7.171,28104.637,755.748
5/9/2022 12:00,7.342,28428.86,757.5206667
5/9/2022 12:15,7.319,28333.928,756.5313333
5/9/2022 12:30,7.245,27887.795,752.614
5/9/2022 12:45,7.159,27866.254,745.0973333
5/9/2022 13:00,7.029,27278.14,729.7333333
5/9/2022 13:15,6.979,27059.977,719.0573333
5/9/2022 13:30,6.812,26134.652,712.4053333
5/9/2022 13:45,6.367,24402.645,688.6753333
5/9/2022 14:00,5.98,23097.451,667.246
5/9/2022 14:15,5.693,21876.37,647.3653333
5/9/2022 14:30,5.381,20443.514,616.9646667
5/9/2022 14:45,4.849,18688.387,574.4613333
5/9/2022 15:00,4.48,17196.72,540.7953333
5/9/2022 15:15,3.464,14686.06,483.056
5/9/2022 15:30,3.034,11770.985,407.4886667
5/9/2022 15:45,2.139,7833.3877,298.58
5/9/2022 16:00,2.623,10292.628,322.81
5/9/2022 16:15,2.316,8959.101,278.4086667
5/9/2022 16:30,1.37,5346.258,196.8178
5/9/2022 16:45,1.512,5822.168,191.1766
5/9/2022 17:00,1.247,4615.2256,178.1326667
5/9/2022 17:15,0.902,3232.78,137.532
5/9/2022 17:30,0.41,1391.4109,55.82773333
5/9/2022 17:45,0.271,989.409,42.51006667
5/9/2022 18:00,0.177,613.2889,34.42406667
5/9/2022 18:15,0.068,192.04564,24.81606667
5/9/2022 18:30,0,0,16.151
5/9/2022 18:45,0,0,13.1156
5/9/2022 19:00,0,0,12.557
5/9/2022 19:15,0,0,12.5422
5/9/2022 19:30,0,0,12.54206667
5/9/2022 19:45,0,0,12.6974
5/9/2022 20:00,0,0,13.08753333
5/9/2022 20:15,0,0,13.22013333
5/9/2022 20:30,0,0,13.22766667
5/9/2022 20:45,0,0,13.28653333
5/9/2022 21:00,0,0,13.91826667
5/9/2022 21:15,0,0,14.25646667
5/9/2022 21:30,0,0,14.39626667
5/9/2022 21:45,0,0,14.92573333
5/9/2022 22:00,0,0,15.2124
5/9/2022 22:15,0,0,15.45486667
5/9/2022 22:30,0,0,15.66126667
5/9/2022 22:45,0,0,15.9998
5/9/2022 23:00,0,0,16.41146667
5/9/2022 23:15,0,0,16.77173333
5/9/2022 23:30,0,0,17.27206667
5/9/2022 23:45,0,0,17.7134
6/9/2022 0:00,0,0,17.7722
6/9/2022 0:15,0,0,17.91913333
6/9/2022 0:30,0,0,17.8088
6/9/2022 0:45,0,0,17.9126
6/9/2022 1:00,0,0,18.3168
6/9/2022 1:15,0,0,18.49306667
6/9/2022 1:30,0,0,18.64073333
6/9/2022 1:45,0,0,19.11906667
6/9/2022 2:00,0,0,19.19293333
6/9/2022 2:15,0,0,19.60473333
6/9/2022 2:30,0,0,20.3104
6/9/2022 2:45,0,0,20.92826667
6/9/2022 3:00,0,0,21.22226667
6/9/2022 3:15,0,0,21.252
6/9/2022 3:30,0,0,21.70046667
6/9/2022 3:45,0,0,22.15673333
6/9/2022 4:00,0,0,22.34693333
6/9/2022 4:15,0,0,22.53093333
6/9/2022 4:30,0,0,22.77433333
6/9/2022 4:45,0,0,22.6714
6/9/2022 5:00,0,0,22.94373333
6/9/2022 5:15,0,0,23.20846667
6/9/2022 5:30,0,0,23.4656
6/9/2022 5:45,0,0,23.7748
6/9/2022 6:00,0,0,25.96633333
6/9/2022 6:15,0.031,175.95906,33.95273333
6/9/2022 6:30,0.158,719.6279,47.07093333
6/9/2022 6:45,0.382,1643.418,70.69813333
6/9/2022 7:00,0.598,2437.9016,94.07506667
6/9/2022 7:15,0.653,2513.0925,93.9258
6/9/2022 7:30,0.739,2980.823,103.6048667
6/9/2022 7:45,0.99,3999.144,130.2306667
6/9/2022 8:00,1.182,4838.0503,153.4093333
6/9/2022 8:15,1.53,6166.81,195.054
6/9/2022 8:30,2.156,8962.517,284.5273333
6/9/2022 8:45,3.053,12614.159,438.5506667
6/9/2022 9:00,3.51,14050.361,468.5406667
6/9/2022 9:15,3.929,15544.585,522.922
6/9/2022 9:30,4.391,17326.822,564.286
6/9/2022 9:45,4.79,18882.162,599.57
6/9/2022 10:00,5.081,19904.137,627.5773333
6/9/2022 10:15,5.427,21350.807,652.4253333
6/9/2022 10:30,5.731,22316.28,674.2553333
6/9/2022 10:45,5.873,22909.51,689.054
6/9/2022 11:00,6.08,23734.262,707.4366667
6/9/2022 11:15,6.208,24390.83,723.6486667
6/9/2022 11:30,6.452,25206.217,737.9613333
6/9/2022 11:45,6.392,23614.32,720.95
6/9/2022 12:00,5.51,21013.033,617.8833333
6/9/2022 12:15,6.342,24248.584,610.032
6/9/2022 12:30,6.965,25195.62,695.766
6/9/2022 12:45,6.202,24357.584,661.064
6/9/2022 13:00,6.002,21386.754,660.5633333
6/9/2022 13:15,6.883,24479.123,290.125
6/9/2022 13:30,6.626,26037.271,663.8386667
6/9/2022 13:45,5.797,24760.697,496.1546667
6/9/2022 14:00,6.396,24088.277,651.2393333
6/9/2022 14:15,5.845,22346.418,662.8213333
6/9/2022 14:30,5.422,20753.166,620.142
6/9/2022 14:45,5.007,19290.688,597.15
6/9/2022 15:00,4.897,18902.094,595.828
6/9/2022 15:15,4.621,17542.832,555.898
6/9/2022 15:30,3.844,14452.746,483.4653333
6/9/2022 15:45,3.275,12397.555,422.412
6/9/2022 16:00,2.85,10779.613,372.858
6/9/2022 16:15,2.406,9082.511,324.978
6/9/2022 16:30,2.023,7595.181,280.9453333
6/9/2022 16:45,1.668,6249.9116,236.7413333
6/9/2022 17:00,1.289,4771.3696,190.134
6/9/2022 17:15,0.614,2210.1455,139.6002667
6/9/2022 17:30,0.362,1337.4587,66.42346667
6/9/2022 17:45,0.271,993.1762,43.20073333
6/9/2022 18:00,0.138,432.84644,29.36766667
6/9/2022 18:15,0.015,43.93493,19.39293333
6/9/2022 18:30,0,0,12.79946667
6/9/2022 18:45,0,0,11.41746667
6/9/2022 19:00,0,0,11.4546
6/9/2022 19:15,0,0,11.74193333
6/9/2022 19:30,0,0,11.8816
6/9/2022 19:45,0,0,11.8888
6/9/2022 20:00,0,0,11.88886667
6/9/2022 20:15,0,0,12.02906667
6/9/2022 20:30,0,0,12.41166667
6/9/2022 20:45,0,0,12.52933333
6/9/2022 21:00,0,0,12.76493333
6/9/2022 21:15,0,0,13.14753333
6/9/2022 21:30,0,0,13.39
6/9/2022 21:45,0,0,13.77246667
6/9/2022 22:00,0,0,14.31606667
6/9/2022 22:15,0,0,14.64006667
6/9/2022 22:30,0,0,15.1104
6/9/2022 22:45,0,0,15.2208
6/9/2022 23:00,0,0,15.32366667
6/9/2022 23:15,0,0,15.42673333
6/9/2022 23:30,0,0,15.5296
6/9/2022 23:45,0,0,15.96406667
7/9/2022 0:00,0,0,16.406
7/9/2022 0:15,0,0,16.56773333
7/9/2022 0:30,0,0,16.81706667
7/9/2022 0:45,0,0,17.25146667
7/9/2022 1:00,0,0,17.428
7/9/2022 1:15,0,0,17.52373333
7/9/2022 1:30,0,0,17.72213333
7/9/2022 1:45,0,0,18.0896
7/9/2022 2:00,0,0,18.2592
7/9/2022 2:15,0,0,18.06073333
7/9/2022 2:30,0,0,18.1118
7/9/2022 2:45,0,0,18.75953333
7/9/2022 3:00,0,0,19.24446667
7/9/2022 3:15,0,0,19.99513333
7/9/2022 3:30,0,0,18.34053333
7/9/2022 3:45,0,0,17.75193333
7/9/2022 4:00,0,0,18.24446667
7/9/2022 4:15,0,0,19.76693333
7/9/2022 4:30,0,0,18.9876
7/9/2022 4:45,0,0,19.40786667
7/9/2022 5:00,0,0,19.51126667
7/9/2022 5:15,0,0,19.32733333
7/9/2022 5:30,0,0,19.1508
7/9/2022 5:45,0,0,18.9376
7/9/2022 6:00,0,0,18.79033333
7/9/2022 6:15,0,0,19.76113333
7/9/2022 6:30,0,3.4586208,22.83506667
7/9/2022 6:45,0,0,23.57793333
7/9/2022 7:00,0,0,24.83613333
7/9/2022 7:15,0.025,125.21447,28.61566667
