Time,dcVoltage(V),totalActivePower(W),L1_acCurrent(A),L1_acFrequency(Hz),L1_acVoltage(V),L1_activePower(W),L1_reactivePower(W),L2_acCurrent(A),L2_acFrequency(Hz),L2_acVoltage(V),L2_activePower(W),L2_reactivePower(W),L3_acCurrent(A),L3_acFrequency(Hz),L3_acVoltage(V),L3_activePower(W),L3_reactivePower(W)
2023/8/17 9:40,747,41221,60.125,50.0131,228.547,13782,-480,59.6172,50.015,229.5,13692,-413,59.75,50.0145,229.203,13747,-415
2023/8/17 9:45,747.125,43766,63.625,49.9811,229.891,14556,-391,63.6172,49.9799,231.422,14595,-278,63.6406,49.9813,229.844,14615,-354
2023/8/17 9:50,748.062,15226,22.4844,49.9595,222.375,5019,-300,22.7969,49.9598,224.734,5121,-249,22.6406,49.9591,224.312,5086,-304
2023/8/17 9:55,747.375,45003,65.0938,49.9806,228.953,14977,-402,65.2109,49.9801,229.188,15021,-370,65.1562,49.9795,229.234,15005,-438
2023/8/17 10:00,746.5,44853,64.8672,50.0264,229.562,14936,-436,64.8359,50.0269,229.438,14941,-477,64.9922,50.0268,229.375,14976,-437
2023/8/17 10:05,747.312,42231,61.4531,50.026,229.516,14038,-420,61.6094,50.0263,229.797,14097,-380,61.5547,50.0268,229.234,14096,-392
2023/8/17 10:10,747.125,43242,63.1016,50.0264,230.734,14408,-489,62.8984,50.0267,230.234,14397,-355,63.0234,50.0319,230.016,14437,-389
2023/8/17 10:15,747.938,33246,48.6953,50.0051,227.891,11054,-366,48.7891,50.0051,228.578,11091,-332,48.7969,50.0055,227.984,11101,-367
2023/8/17 10:20,747.25,42911,62.375,50.0291,228.719,14314,-431,62.1953,50.0291,229.094,14272,-398,62.2891,50.0298,228.953,14325,-313
2023/8/17 10:25,747.5,45017,65.3438,50.0333,229.438,14967,-467,65.4453,50.0323,230.703,15029,-405,65.3672,50.0334,229.469,15021,-480
2023/8/17 10:30,747.5,36553,53.4297,49.9883,226.219,12176,-426,53.4688,49.9901,226.859,12204,-356,53.3906,49.9884,227.172,12173,-425
2023/8/17 10:35,849.062,50018,72.4375,49.9831,230.172,16650,-519,72.4766,49.9799,230.391,16672,-367,72.4375,49.9829,230.188,16696,-368
2023/8/17 10:40,747.812,11290,16.8281,49.9806,221.75,3728,-287,16.9531,49.9804,224.938,3777,-261,16.9453,49.9812,223.844,3785,-277
2023/8/17 10:45,748,44436,64.6406,50.0181,227.828,14784,-399,64.7734,50.0183,227.75,14843,-366,64.6719,50.018,228.453,14809,-432
2023/8/17 10:50,746.875,42115,61.4609,50.0195,228.531,14031,-414,61.2422,50.0205,228.359,14015,-349,61.4922,50.0202,227.609,14069,-424
2023/8/17 10:55,747.125,48474,70.4375,50.0131,228.688,16160,-443,70.3281,50.013,229.031,16166,-453,70.2812,50.0117,228.688,16148,-418
2023/8/17 11:00,747.25,46580,66.7969,49.9875,231.328,15496,-417,66.8203,49.9885,231.938,15534,-383,66.8984,49.9857,232.062,15550,-384
2023/8/17 11:05,773.188,50030,71.1641,49.9753,234.844,16673,-409,71.0781,49.9761,235.078,16670,-450,71.1172,49.9758,233.891,16687,-410
2023/8/17 11:10,747.812,16723,24.4609,49.9925,227.125,5575,-320,24.3125,49.9934,229.844,5576,-259,24.2812,49.995,228.859,5572,-301
2023/8/17 11:15,747.25,48790,69.4219,49.9707,234.266,16235,-414,69.3672,49.9706,234.703,16265,-421,69.4375,49.9706,233.875,16290,-492
2023/8/17 11:20,830.562,49984,71.1094,50.0289,234.125,16631,-519,71.0234,50.0298,234.703,16667,-450,71.0625,50.0308,234.266,16686,-450
2023/8/17 11:25,747.625,43147,61.7109,50.0264,232.234,14331,-385,61.7969,50.0275,232.625,14419,-388,61.8047,50.0251,231.281,14397,-388
2023/8/17 11:30,775.688,49987,71.0625,49.9964,235.766,16626,-407,71.1094,49.9966,235.766,16681,-314,71.1406,49.9975,234.672,16680,-451
2023/8/17 11:35,873,50073,71.4062,50.0075,232.969,16661,-449,71.3906,50.0067,232.969,16706,-451,71.4297,50.0074,233.422,16706,-356
2023/8/17 11:40,779.25,49945,71.1484,50.0116,234.219,16692,-410,70.5781,50.0111,234.672,16598,-407,70.8828,50.0115,234.234,16655,-408
2023/8/17 11:45,784.562,49993,71.2031,49.9851,236,16624,-449,71.2188,49.9853,236.453,16679,-450,71.1953,49.9867,234.891,16690,-485
2023/8/17 11:50,747.375,49179,70.1016,50.0109,235.469,16367,-419,70.1797,50.0104,235.391,16405,-329,70.1406,50.0118,235.031,16407,-459
2023/8/17 11:55,747.625,23232,33.7109,50.0369,228.828,7718,-375,33.6484,50.036,230.688,7748,-358,33.6562,50.0358,229.797,7766,-358
2023/8/17 12:00,747.125,48915,69.625,50.0193,232.922,16292,-458,69.5234,50.0209,233.484,16311,-416,69.5703,50.02,232.922,16312,-380
2023/8/17 12:05,856.125,50094,71.1484,50.0341,235.641,16665,-551,71.1328,50.035,235.75,16715,-410,71.1953,50.0368,234.547,16714,-410
2023/8/17 12:10,802.562,50026,71.2109,49.9706,233.531,16627,-449,71.2422,49.9707,234.547,16655,-408,71.4609,49.9718,234.125,16744,-452
2023/8/17 12:15,803.188,50009,71.3047,50.0201,232.75,16632,-408,71.3438,50.021,233.219,16690,-486,71.3359,50.0188,232.844,16687,-409
2023/8/17 12:20,747.438,15282,22.3672,50.0003,226.719,5087,-320,22.1875,49.9999,229,5072,-285,22.3516,49.9985,228.5,5123,-288
2023/8/17 12:25,747.75,12984,19.1406,49.974,226.812,4329,-310,18.9453,49.9727,228.406,4305,-294,19.0938,49.9756,229.125,4350,-295
2023/8/17 12:30,747.75,12153,17.8516,50.0308,224.797,4029,-311,17.9219,50.0314,227.344,4073,-271,17.7891,50.0297,227.719,4051,-270
2023/8/17 12:35,747.812,9000,13.3438,50.021,225.578,3003,-301,13.1719,50.0211,228.312,2988,-278,13.25,50.021,226.922,3009,-291
2023/8/17 12:40,747.312,7218,10.6562,50.0313,225.062,2383,-310,10.7344,50.0314,227.828,2417,-287,10.7031,50.0329,227.594,2418,-303
2023/8/17 12:45,747.75,5890,8.65625,49.9871,225.078,1925,-335,8.85156,49.9875,228.016,1989,-303,8.78906,49.9864,227.125,1976,-328
2023/8/17 12:50,748.125,4919,7.29688,49.9655,223.875,1607,-316,7.47656,49.9655,226.875,1666,-289,7.39062,49.9653,226.141,1646,-319
2023/8/17 12:55,747.375,3963,5.96875,50.0198,222.797,1304,-303,5.99219,50.0221,225,1323,-282,6.07031,50.0191,225.25,1336,-324
2023/8/17 13:00,747.562,2805,4.25781,49.9697,224.828,912,-283,4.30469,49.9707,227.844,939,-250,4.38281,49.9708,226.984,954,-278
2023/8/17 13:05,747.438,2641,4.03125,49.9732,223.859,860,-284,4.20312,49.9731,226.609,908,-279,4.05469,49.9737,225.859,873,-286
2023/8/17 13:10,747.375,2624,4.01562,49.9874,223.953,859,-271,4.125,49.9898,226.266,898,-248,4.01562,49.9877,226.922,867,-272
2023/8/17 13:15,747.375,2243,3.46094,50.0321,224.984,726,-281,3.51562,50.0314,227.672,755,-248,3.57031,50.0334,227.203,762,-274
2023/8/17 13:20,747.625,1747,2.76562,49.972,223.422,560,-265,2.875,49.9714,226.125,604,-236,2.83594,49.9737,226.469,583,-267
2023/8/17 13:25,747.562,1444,2.41406,49.9634,225.922,458,-287,2.47656,49.9643,228.359,494,-261,2.51562,49.9652,228.016,492,-285
2023/8/17 13:30,747.625,1271,2.23438,49.9587,223.141,407,-295,2.24219,49.9584,226.5,435,-259,2.25781,49.9586,226.359,429,-281
2023/8/17 13:35,747.5,1180,2.14062,50.0066,224.094,378,-296,2.14062,50.0076,226.531,405,-262,2.17969,50.0064,226.5,397,-293
2023/8/17 13:40,747.625,1088,1.98438,49.9835,221.328,346,-274,2.03906,49.9849,224.516,380,-254,2.03125,49.9833,225.047,362,-278
2023/8/17 13:45,747.625,1081,1.95312,49.9922,222.234,334,-277,2.03906,49.9922,225.688,374,-262,2.08594,49.9922,226.062,373,-283
2023/8/17 13:50,747.5,1161,2.07812,49.9733,221.812,368,-280,2.14062,49.9722,225.016,407,-256,2.09375,49.9724,224.906,386,-271
2023/8/17 13:55,747.125,1298,2.24219,50.0007,221.594,416,-278,2.32812,50.0005,224.438,452,-262,2.26562,49.9998,225.078,430,-273
2023/8/17 14:00,747.5,1229,2.15625,49.9792,223,391,-283,2.17188,49.9781,225.156,421,-248,2.21094,49.9774,225.594,417,-275
2023/8/17 14:05,747.312,40,1.35156,49.9964,223.812,0,-299,1.27344,49.996,226.438,0,-278,1.34375,49.9977,226.969,40,-299
2023/8/17 14:10,747.438,64,1.26562,50.0051,221.766,4,-278,1.21094,50.0065,225.297,23,-268,1.28125,50.0052,225.312,37,-283
2023/8/17 14:15,748.188,56,1.28125,49.9696,222.359,35,-282,1.21094,49.9701,225.734,21,-268,1.28906,49.9692,225.469,0,-289
2023/8/17 14:20,747.438,1574,2.58594,49.9681,224.266,503,-292,2.64062,49.9688,227.078,539,-255,2.64844,49.9687,226.125,532,-277
2023/8/17 14:25,748.125,1620,2.64062,49.9871,224.578,522,-275,2.69531,49.9856,228.469,552,-251,2.70312,49.9884,226.922,546,-273
2023/8/17 14:30,747.438,1763,2.89062,49.9892,224.156,584,-285,2.875,49.9887,227.922,599,-252,2.8125,49.9898,226.859,580,-265
2023/8/17 14:35,747.375,1979,3.11719,49.9784,224.016,646,-260,3.1875,49.9791,227.391,672,-249,3.15625,49.9782,226.375,661,-263
2023/8/17 14:40,747.438,2307,3.60156,49.9863,221.828,755,-275,3.625,49.9865,224.906,774,-245,3.63281,49.9861,225.281,778,-254
2023/8/17 14:45,747.438,2663,4.07812,50.0073,221.469,874,-256,4.15625,50.0051,224.594,902,-233,4.09375,50.0055,224.688,887,-250
2023/8/17 14:50,747.625,3117,4.78125,50.0291,224.062,1025,-288,4.77344,50.0277,226.938,1036,-267,4.875,50.0308,226.281,1056,-300
2023/8/17 14:55,746.812,3844,5.83594,50.0049,223.906,1270,-321,5.89844,50.0052,226.922,1296,-298,5.8125,50.0057,226.125,1278,-308
2023/8/17 15:00,747.125,4686,7.04688,49.9812,224.578,1548,-316,7.07031,49.981,227.031,1566,-291,7.08594,49.9805,226.25,1572,-301
2023/8/17 15:05,747.562,6436,9.6875,50.0071,223.203,2147,-341,9.57031,50.0081,226.078,2139,-306,9.60938,50.0101,225.625,2150,-340
2023/8/17 15:10,747,7632,11.3516,50.0198,222.703,2525,-292,11.3906,50.0195,225.25,2551,-278,11.3828,50.0204,225.406,2556,-295
2023/8/17 15:15,747,7908,11.7656,49.9947,223.922,2616,-332,11.8281,49.9934,227.109,2650,-282,11.7812,49.9967,226.531,2642,-350
2023/8/17 15:20,747.062,8024,11.9297,50.0123,222.562,2658,-296,12.0156,50.0117,224.844,2696,-263,11.875,50.0094,224.953,2670,-270
2023/8/17 15:25,747.5,8078,11.9609,50.0255,223.75,2668,-310,12.0391,50.0255,226.5,2704,-274,12.0156,50.0262,225.578,2706,-275
2023/8/17 15:30,748,6991,10.4062,50.0313,223.406,2306,-318,10.5,50.0309,225.844,2345,-273,10.4609,50.0303,226.188,2340,-306
2023/8/17 15:35,747.438,7951,11.8281,49.9723,223.266,2632,-287,11.8906,49.9722,226.438,2668,-240,11.8047,49.972,224.922,2651,-277
2023/8/17 15:40,747.75,6922,10.2422,50.008,222.891,2280,-317,10.3438,50.0092,226.141,2324,-271,10.2969,50.0057,225.859,2318,-297
2023/8/17 15:45,747.438,9527,14,49.9995,226.078,3155,-252,14.0391,49.9996,229.266,3184,-240,14.0078,49.9998,227.953,3188,-266
2023/8/17 15:50,747.125,10029,14.7266,49.9701,226.078,3328,-284,14.75,49.9689,228.672,3349,-259,14.7109,49.9697,227.953,3352,-272
2023/8/17 15:55,747.938,9926,14.6562,50.0348,226.75,3306,-294,14.5859,50.0357,229,3312,-216,14.5469,50.0368,228.375,3308,-258
2023/8/17 16:00,747.562,7913,11.8438,50.0362,224.156,2657,-302,11.6172,50.0354,227.734,2629,-262,11.6172,50.0352,226.891,2627,-324
2023/8/17 16:05,747.062,7364,10.8438,49.9728,225.5,2433,-305,10.875,49.9745,228.281,2464,-273,10.8906,49.972,227.484,2467,-299
2023/8/17 16:10,747,5314,7.96094,49.9845,224.203,1761,-331,7.9375,49.9841,227.25,1773,-291,7.96875,49.9836,226.484,1780,-326
2023/8/17 16:15,746.875,4678,7.03125,49.9987,226.078,1544,-320,7.07031,49.9988,228.75,1571,-302,7.05469,49.9997,227.859,1563,-335
2023/8/17 16:20,747.062,4451,6.72656,49.9958,226.844,1481,-318,6.6875,49.9964,229.344,1486,-289,6.66406,49.9975,227.875,1484,-299
2023/8/17 16:25,747.625,4067,6.13281,50.0295,225.266,1345,-321,6.17969,50.0303,227.812,1370,-298,6.10938,50.0298,227.141,1352,-313
2023/8/17 16:30,746.938,3674,5.625,49.9929,224.844,1226,-311,5.57031,49.9932,228.281,1229,-277,5.53906,49.9945,226.688,1219,-302
2023/8/17 16:35,747.5,3246,4.90625,50.0237,224.484,1067,-282,4.97656,50.024,227.469,1098,-257,4.91406,50.0234,226.484,1081,-276
2023/8/17 16:40,747.562,2933,4.57031,50.0294,224.031,984,-300,4.48438,50.0296,227.047,981,-271,4.46875,50.0297,226.406,968,-307
2023/8/17 16:45,746.688,2717,4.14844,49.9796,224.422,892,-275,4.14844,49.9779,228.062,909,-242,4.19531,49.9786,226.484,916,-266
2023/8/17 16:50,746.938,2606,3.98438,50.0117,223.156,856,-261,4.05469,50.0117,226.406,886,-243,3.98438,50.0105,226.234,864,-265
2023/8/17 16:55,746.812,2552,3.97656,49.9578,223.359,854,-260,3.97656,49.957,225.656,865,-241,3.83594,49.9569,225.953,833,-243
2023/8/17 17:00,747.75,2443,3.76562,49.9949,224.281,808,-262,3.8125,49.9957,227.031,831,-239,3.72656,49.9949,226.828,804,-268
2023/8/17 17:05,747.562,2206,3.46875,50.0276,225.125,730,-282,3.46875,50.027,228.562,747,-252,3.39844,50.0269,227.516,729,-265
2023/8/17 17:10,747.125,1899,3.07031,50.0169,224.859,631,-288,3.01562,50.0163,228.531,640,-246,2.99219,50.0181,228.094,628,-270
2023/8/17 17:15,747.062,1890,3.00781,49.9726,224.531,616,-284,3.03125,49.9727,227.125,641,-254,3.00781,49.9738,226.844,633,-265
2023/8/17 17:20,747.5,1739,2.71094,49.9845,225.078,554,-259,2.80469,49.9845,227.656,597,-237,2.82031,49.984,228.016,588,-259
2023/8/17 17:25,747.75,1577,2.63281,50.0198,224.938,523,-283,2.625,50.0182,227.875,534,-264,2.58594,50.0193,227.641,520,-275
2023/8/17 17:30,747.625,1424,2.35156,49.9984,226.719,451,-277,2.45312,49.9978,229.109,493,-258,2.47656,49.9993,228.203,480,-291
2023/8/17 17:35,747.75,1264,2.15625,50.0174,226.203,405,-270,2.19531,50.0154,229.922,432,-251,2.21875,50.0179,228.984,427,-270
2023/8/17 17:40,747.562,1337,2.32031,50.0064,225.328,435,-293,2.33594,50.0069,228.297,457,-272,2.34375,50.0063,227.703,445,-296
2023/8/17 17:45,747.062,1421,2.34375,50.0345,225.312,455,-272,2.42188,50.0358,227.75,490,-253,2.39844,50.0324,227.203,476,-269
2023/8/17 17:50,747.625,1501,2.47656,49.9787,225.719,486,-276,2.49219,49.9789,228.453,511,-244,2.51562,49.9785,227.547,504,-269
2023/8/17 17:55,746.875,1330,2.26562,49.9855,225.531,426,-281,2.29688,49.9865,228.141,459,-246,2.32031,49.9853,227.312,445,-284
2023/8/18 6:00,48.625,0,0,50.0126,225.859,0,0,0,50.0117,226.766,0,0,0,50.0118,226.734,0,0
2023/8/18 6:05,74.6875,0,0,49.9651,225.484,0,0,0,49.9648,227,0,0,0,49.9649,226.844,0,0
2023/8/18 6:10,190.625,0,0,50.0169,224.875,0,0,0,50.0167,226.047,0,0,0,50.0182,226.172,0,0
2023/8/18 6:15,747.25,110,1.34375,49.9764,222.578,107,-264,1.36719,49.978,223.703,2,-263,1.44531,49.9754,224.109,1,-321
2023/8/18 6:20,746.75,150,1.29688,49.9669,223.672,9,-278,1.28906,49.9676,224.969,134,-234,1.25781,49.966,224.375,7,-279
2023/8/18 6:25,747.312,433,1.23438,49.9796,225.703,129,-244,1.25781,49.98,227.344,151,-238,1.29688,49.98,225.812,153,-248
2023/8/18 6:30,747.812,1032,1.8125,49.9708,226.875,329,-241,1.875,49.969,227.328,360,-225,1.85156,49.9715,226.656,343,-240
2023/8/18 6:35,747.312,1849,2.90625,49.9864,225.172,609,-243,2.92969,49.9879,226.328,624,-223,2.91406,49.9876,225.609,616,-236
2023/8/18 6:40,747.188,1743,2.67969,50.0205,225.844,563,-226,2.76562,50.0206,226.859,593,-211,2.78125,50.0183,226.594,587,-236
2023/8/18 6:45,747.375,1315,2.17188,50.0068,228.094,432,-230,2.19531,50.0076,229.156,444,-224,2.22656,50.0095,227.703,439,-248
2023/8/18 6:50,747.688,1739,2.69531,49.9705,226.562,563,-224,2.82812,49.9708,226.781,603,-210,2.72656,49.9718,227.656,573,-223
2023/8/18 6:55,747.188,3085,4.60156,50.001,226.766,1016,-234,4.64062,50.0028,227.875,1028,-240,4.69531,50.0001,226.75,1041,-231
2023/8/18 7:00,746.75,4648,6.86719,49.9867,228.094,1535,-296,6.92188,49.9867,228.266,1555,-282,6.94531,49.9871,228.156,1558,-287
2023/8/18 7:05,747.25,5630,8.35156,50.0275,226.375,1877,-285,8.29688,50.0274,227.094,1869,-284,8.34375,50.0273,227.547,1884,-272
2023/8/18 7:10,748.312,5127,7.64844,49.974,226.094,1703,-297,7.65625,49.9758,227,1713,-291,7.625,49.9749,227.219,1711,-291
2023/8/18 7:15,747.25,6024,8.89062,49.9957,225.875,1983,-288,9.0625,49.992,227.016,2031,-270,8.96094,49.9947,227.234,2010,-284
2023/8/18 7:20,747.125,9565,14.1016,49.9802,227.5,3183,-263,14.0469,49.9811,228.938,3181,-250,14.125,49.9821,227.531,3201,-240
2023/8/18 7:25,747.312,7583,11.2812,50.0301,224.609,2527,-291,11.2109,50.0301,227.312,2525,-265,11.2344,50.0297,225.922,2531,-301
2023/8/18 7:30,747.875,13909,20.3984,50.0222,227.406,4634,-289,20.3438,50.0217,228.078,4633,-238,20.3984,50.0231,227.391,4642,-274
2023/8/18 7:35,747.562,13379,19.6797,49.9874,227.625,4469,-301,19.5547,49.9883,228.156,4452,-247,19.5781,49.9887,227.719,4458,-301
2023/8/18 7:40,747,6757,10.0625,49.9951,223.734,2247,-314,10.0781,49.9941,225.375,2263,-286,10.0156,49.9929,225.875,2247,-307
2023/8/18 7:45,747.688,10185,15,49.9874,226.141,3378,-247,15.0547,49.9868,227.625,3401,-247,15.0625,49.9887,226.875,3406,-274
2023/8/18 7:50,748.25,14460,21.2344,50.0333,226.938,4799,-277,21.2812,50.0343,227.891,4818,-296,21.3672,50.0349,227.266,4843,-298
2023/8/18 7:55,747.562,18542,27.1172,50.0034,225.906,6156,-333,27.2344,50.0059,226.531,6199,-276,27.1797,50.0021,226.766,6187,-298
2023/8/18 8:00,747.688,17983,26.4844,49.9626,224.438,5973,-291,26.5547,49.9628,225.359,6016,-269,26.4297,49.9619,225.844,5994,-272
2023/8/18 8:05,747.5,18669,27.4141,49.966,225.312,6196,-317,27.5,49.9659,226.703,6232,-318,27.5078,49.9656,226.812,6241,-319
2023/8/18 8:10,747,16525,23.9844,49.9842,229.703,5478,-298,24.0703,49.9835,230.25,5519,-261,24.0859,49.9837,229.906,5528,-258
2023/8/18 8:15,747.25,14513,21.1875,50.019,226.359,4812,-310,21.2578,50.0183,227.219,4849,-262,21.2734,50.0181,227.625,4852,-280
2023/8/18 8:20,747.25,21463,31.1719,49.9969,228.984,7144,-339,31.1484,49.9971,228.797,7150,-343,31.2188,49.9954,229.141,7169,-344
2023/8/18 8:25,747.938,14418,21.0938,49.9883,230.031,4803,-324,21.0156,49.9898,231.297,4805,-280,21.0312,49.9898,230.562,4810,-310
2023/8/18 8:30,748.188,11609,16.9766,50.0263,228.797,3852,-293,17,50.0244,229.984,3872,-265,17.0547,50.0262,229.578,3885,-306
2023/8/18 8:35,747.5,11968,17.5547,49.968,228.328,3968,-296,17.5625,49.9686,229.25,3987,-268,17.6641,49.9695,229.125,4013,-299
2023/8/18 8:40,747.688,28102,40.7656,50.0181,230.406,9364,-371,40.8047,50.018,230.281,9386,-371,40.6875,50.0183,230.141,9352,-370
2023/8/18 8:45,747.438,24760,35.875,50.0147,228.062,8199,-389,36.0625,50.0155,229.344,8270,-322,36.1328,50.0135,228.453,8291,-387
2023/8/18 8:50,747.438,28676,41.4297,50.0137,228.719,9519,-392,41.5469,50.0142,229.922,9592,-337,41.5078,50.0122,229.609,9565,-371
2023/8/18 8:55,748,22646,32.9922,49.9895,228.562,7540,-326,32.8047,49.9894,229.688,7530,-325,32.9688,49.9898,229.234,7576,-372
2023/8/18 9:00,747.875,34053,49.0312,50.0106,231.203,11338,-433,48.9844,50.0117,232.047,11358,-376,48.9844,50.0105,231.062,11357,-434
2023/8/18 9:05,747.875,38309,55.1641,50.014,233.031,12745,-398,55.1875,50.0143,234.016,12787,-294,55.1641,50.0159,232.688,12777,-399
2023/8/18 9:10,747.938,35306,50.9531,49.9657,231.609,11715,-388,51.0859,49.9665,232.703,11788,-318,51.0859,49.966,231.688,11803,-441
2023/8/18 9:15,747.938,15129,22.1641,50.0139,225.844,5010,-317,22.2031,50.013,228.531,5046,-287,22.25,50.0141,228.109,5073,-267
2023/8/18 9:20,747.25,12050,17.7188,49.9695,224.062,3979,-296,17.7891,49.9701,226.969,4022,-283,17.875,49.9676,225.547,4049,-298
2023/8/18 9:25,747.375,16082,23.5781,49.9839,227.609,5323,-275,23.7188,49.9831,229.828,5381,-231,23.6641,49.9837,229.109,5378,-276
2023/8/18 9:30,747.375,15679,23.0625,50.0251,225.812,5221,-308,22.9844,50.0254,227.984,5224,-273,22.9766,50.0249,227.219,5234,-255
2023/8/18 9:35,747.938,17830,26.0547,50.0292,226.562,5923,-289,26.0234,50.0306,228.562,5941,-270,26.0703,50.0304,227.938,5966,-290
2023/8/18 9:40,747.188,29028,42.1797,49.9718,229.922,9646,-366,42.2812,49.9706,231.781,9706,-318,42.0938,49.9707,230.281,9676,-311
2023/8/18 9:45,748,10228,15.1094,49.9863,224.453,3392,-309,15.1641,49.9862,226.172,3421,-276,15.1016,49.9853,226.266,3415,-263
2023/8/18 9:50,747.375,12786,18.9062,50.0177,225.984,4265,-294,18.75,50.0181,228.031,4249,-263,18.7891,50.0194,228.109,4272,-277
2023/8/18 9:55,747.25,21941,32.0938,49.9983,228.734,7281,-385,32.2188,49.9986,230.531,7330,-366,32.1406,50.0013,229.828,7330,-363
2023/8/18 10:00,747.125,24207,35.3047,50.0125,226.812,8054,-426,35.2578,50.0135,228.312,8065,-366,35.2812,50.0125,228.359,8088,-383
2023/8/18 10:05,747.375,20847,30.4531,50.0327,226.766,6932,-314,30.4688,50.0326,228.547,6960,-310,30.375,50.0331,228.281,6955,-338
2023/8/18 10:10,747.438,14729,21.6875,50.0114,225.75,4906,-316,21.5781,50.0111,227.672,4903,-264,21.6094,50.0108,227.641,4920,-284
2023/8/18 10:15,747.562,15464,22.7812,49.9805,226.219,5137,-323,22.7344,49.9789,228.047,5151,-286,22.7812,49.9801,228.031,5176,-305
2023/8/18 10:20,747.625,10113,14.9297,50.0059,224.172,3341,-295,15.0312,50.0059,226.938,3384,-260,15.0156,50.0048,225.969,3388,-286
2023/8/18 10:25,747.062,2647,4.07031,50.0171,221.703,868,-273,4.10938,50.0153,224.297,890,-244,4.10156,50.0149,224.594,889,-255
2023/8/18 10:30,747.062,1778,2.90625,50.0274,223.234,587,-266,2.9375,50.0265,227.047,608,-248,2.875,50.0294,225.344,583,-272
2023/8/18 10:35,747.25,485,1.44531,50.0276,222.062,128,-292,1.44531,50.0267,225.703,180,-267,1.4375,50.0263,224.422,177,-268
2023/8/18 10:40,747.125,136,1.39062,50.018,221.5,9,-308,1.28125,50.0181,225.141,56,-280,1.40625,50.0184,224.891,71,-308
2023/8/18 10:45,747.625,539,1.4375,50.0213,221.516,151,-280,1.44531,50.022,224.203,194,-257,1.52344,50.0204,224.766,194,-279
2023/8/18 10:50,747.625,800,1.74219,50.0323,222.094,240,-304,1.75781,50.0345,225.766,282,-274,1.80469,50.0326,225.297,278,-296
2023/8/18 10:55,747.75,659,1.52344,50.0122,221.719,191,-279,1.57031,50.0126,224.766,236,-258,1.59375,50.0114,224.984,232,-271
2023/8/18 11:00,747.625,311,1.32812,50.0015,220.359,69,-286,1.26562,50.0016,223.531,110,-260,1.35938,50.0013,224.297,132,-274
2023/8/18 11:05,746.375,57,1.42969,49.9868,221.656,57,-306,1.46875,49.9873,225.094,0,-289,1.46094,49.9878,224.797,0,-317
2023/8/18 11:10,747.375,261,1.71094,50.0238,223.172,31,-377,1.59375,50.0239,225.938,119,-288,1.71094,50.0254,225.516,111,-328
2023/8/18 11:15,747.5,22,1.32031,50.031,222.281,16,-292,1.28125,50.0307,225.125,6,-275,1.36719,50.0313,224.906,0,-303
2023/8/18 11:20,744.938,195,1.70312,50.0057,223.344,126,-336,1.8125,50.0057,226.047,69,-347,1.91406,50.0064,225.219,0,-359
2023/8/18 11:25,747.688,60,1.28906,50.002,223.141,2,-283,1.17969,50.0018,225.438,27,-254,1.27344,50.0029,225.016,31,-280
2023/8/18 11:30,747.75,213,1.29688,49.9693,220.844,25,-284,1.23438,49.9696,223.609,86,-260,1.36719,49.9695,223.781,102,-287
2023/8/18 11:35,747.562,350,1.35156,50.027,222.984,75,-290,1.32031,50.0261,225.922,126,-266,1.47656,50.0277,225.781,149,-296
2023/8/18 11:40,746.938,586,1.50781,50.0186,223.203,164,-291,1.49219,50.0189,225.75,211,-258,1.58594,50.0187,225.094,211,-284
2023/8/18 11:45,747.688,305,1.49219,50.0087,221.891,64,-324,1.39062,50.008,225.312,123,-284,1.46094,50.0089,224.547,118,-305
2023/8/18 11:50,747.312,574,1.45312,49.9736,220.906,154,-283,1.45312,49.977,224.359,208,-249,1.5625,49.9731,224.312,212,-278
2023/8/18 11:55,746.75,199,1.35156,50.019,222.922,27,-299,1.27344,50.0188,226.312,68,-275,1.375,50.019,225.5,104,-290
2023/8/18 12:00,747.688,286,1.3125,49.9791,223.344,36,-289,1.28906,49.9797,226.719,113,-263,1.39062,49.9782,225.562,137,-279
2023/8/18 12:05,747.188,1139,2.05469,50.0358,221.516,353,-291,2.125,50.035,225.156,402,-255,2.10938,50.0356,224.938,384,-278
2023/8/18 12:10,747.188,220,1.38281,49.9966,222.641,5,-307,1.28906,49.995,225.766,95,-271,1.46875,49.9965,226.5,120,-308
2023/8/18 12:15,747.812,1459,2.51562,50.0096,223.016,479,-296,2.5,50.0101,226.719,499,-261,2.47656,50.0107,225.656,481,-288
2023/8/18 12:20,747.125,1464,2.39844,50.0244,223.625,456,-278,2.51562,50.0246,228,508,-248,2.52344,50.0246,226.266,500,-272
2023/8/18 12:25,746.688,2600,4.03125,49.9816,224.25,862,-273,3.97656,49.9819,227.906,867,-233,4.02344,49.9826,226.531,871,-262
2023/8/18 12:30,747.938,3391,5.07812,49.9606,224.672,1098,-298,5.20312,49.961,228.844,1143,-272,5.24219,49.9633,227.094,1150,-301
2023/8/18 12:35,748.438,3811,5.82031,49.9658,223.969,1263,-324,5.82812,49.9654,227.516,1282,-306,5.75781,49.966,226.297,1266,-312
2023/8/18 12:40,747.375,4387,6.64844,49.9643,224.281,1457,-306,6.58594,49.9657,226.906,1464,-282,6.63281,49.9637,225.547,1466,-321
2023/8/18 12:45,747.312,3917,5.90625,50.032,225.109,1283,-317,5.89062,50.0321,228.297,1298,-289,6.07812,50.0331,226.5,1336,-329
