Time,dcVoltage(V),totalActivePower(W),L1_acCurrent(A),L1_acFrequency(Hz),L1_acVoltage(V),L1_activePower(W),L1_reactivePower(W),L2_acCurrent(A),L2_acFrequency(Hz),L2_acVoltage(V),L2_activePower(W),L2_reactivePower(W),L3_acCurrent(A),L3_acFrequency(Hz),L3_acVoltage(V),L3_activePower(W),L3_reactivePower(W)
2023/5/17 6:00,747.938,313,1.19531,49.9717,225.281,109,-246,1.08594,49.9729,227.094,97,-225,1.17969,49.9715,226.344,107,-244
2023/5/17 6:05,748.25,450,1.17188,50.0109,226.469,129,-229,1.20312,50.0098,227.469,161,-219,1.30469,50.0124,227.516,160,-248
2023/5/17 6:10,747.812,738,1.46875,49.9658,224.438,235,-231,1.5,49.9659,226.172,256,-222,1.52344,49.965,226.578,247,-239
2023/5/17 6:15,747.312,1272,2.09375,49.9762,225.969,405,-244,2.1875,49.9766,227.719,440,-230,2.16406,49.9764,226.266,427,-239
2023/5/17 6:20,747.688,1725,2.69531,49.9708,225.078,567,-211,2.72656,49.9715,227.078,582,-206,2.74219,49.9699,225.828,576,-230
2023/5/17 6:25,747.062,2387,3.53125,49.9658,226.969,772,-205,3.6875,49.9655,228.172,811,-214,3.67188,49.9648,227.375,804,-220
2023/5/17 6:30,747.062,3736,5.60938,49.9682,226.656,1242,-291,5.58594,49.9684,228.219,1242,-291,5.625,49.9688,228.078,1252,-288
2023/5/17 6:35,747.188,3437,5.20312,50.0318,226.469,1148,-249,5.16406,50.0303,228.469,1146,-249,5.16406,50.0333,228.453,1143,-266
2023/5/17 6:40,747.25,2187,3.38281,49.9681,225.734,732,-220,3.33594,49.9679,227.172,728,-210,3.35156,49.9696,226.578,727,-223
2023/5/17 6:45,747.062,2236,3.44531,50.0355,227.078,748,-210,3.39062,50.0358,228.328,746,-185,3.40625,50.0374,227.484,742,-209
2023/5/17 6:50,747.688,3532,5.3125,49.9653,225.734,1173,-252,5.32031,49.9656,227.969,1183,-248,5.3125,49.9652,226.609,1176,-270
2023/5/17 6:55,747.625,4233,6.39844,49.9696,226.219,1421,-288,6.32812,49.9692,227.953,1412,-282,6.30469,49.9697,227.062,1400,-299
2023/5/17 7:00,747.125,3144,4.63281,49.9942,226.391,1022,-222,4.83594,49.9957,227.953,1073,-227,4.76562,49.9944,226.797,1049,-252
2023/5/17 7:05,748.25,3517,5.26562,49.9636,224.828,1158,-268,5.32812,49.9646,226.266,1183,-257,5.33594,49.964,226.281,1176,-279
2023/5/17 7:10,747.438,2475,3.69531,49.9779,224.859,802,-212,3.82812,49.9774,226.359,839,-205,3.83594,49.9779,225.859,834,-228
2023/5/17 7:15,748.312,3694,5.64844,49.9584,225.141,1241,-288,5.53125,49.9586,226.5,1224,-267,5.58594,49.9609,226.25,1229,-286
2023/5/17 7:20,747.625,4221,6.39844,50.0147,226,1402,-290,6.36719,50.0141,227.125,1406,-292,6.42969,50.0166,226.062,1413,-311
2023/5/17 7:25,747.625,4697,7.08594,50.0396,223.766,1562,-301,7.05469,50.0392,225.484,1569,-262,7.07031,50.0391,225.344,1566,-302
2023/5/17 7:30,748.25,4258,6.42969,50.031,223.531,1413,-292,6.44531,50.03,225.141,1429,-278,6.42188,50.0281,224.797,1416,-306
2023/5/17 7:35,747.625,5857,8.71875,49.9577,226.359,1930,-304,8.78906,49.9561,227.5,1956,-280,8.85938,49.9601,225.766,1971,-308
2023/5/17 7:40,747.125,4544,6.84375,49.9681,224.016,1505,-306,6.85938,49.9686,225.891,1523,-287,6.85156,49.9671,225.016,1516,-307
2023/5/17 7:45,747.688,6432,9.59375,50.0332,224.328,2125,-298,9.64062,50.0331,226.359,2151,-285,9.67188,50.0316,225,2156,-300
2023/5/17 7:50,747.688,9326,13.5234,49.987,227.734,3078,-273,13.6406,49.9868,229.438,3124,-248,13.6484,49.9843,228.344,3124,-238
2023/5/17 7:55,748.25,10255,14.7344,50.023,227.781,3364,-261,15.0859,50.0238,229.594,3463,-263,14.9219,50.0218,229.391,3428,-248
2023/5/17 8:00,748.125,9386,13.8125,49.9672,227.812,3142,-263,13.5781,49.9682,229.984,3115,-238,13.6641,49.9666,228.875,3129,-275
2023/5/17 8:05,747.812,8978,13.3047,49.9507,228.094,3018,-282,13,49.95,230.141,2970,-278,13.1016,49.949,228.344,2990,-310
2023/5/17 8:10,747.625,14656,21.375,50.0355,227.422,4856,-312,21.4141,50.0364,230.438,4904,-262,21.3984,50.0342,228.734,4896,-297
2023/5/17 8:15,747.562,15311,22.4453,49.9707,227.484,5100,-321,22.3438,49.9712,230.078,5115,-287,22.3125,49.9698,228.047,5096,-303
2023/5/17 8:20,747.562,12247,18,50.0222,227.828,4075,-285,17.9375,50.0227,229.75,4089,-257,17.9453,50.0228,228,4083,-301
2023/5/17 8:25,747.625,8954,13.1641,50.0245,227.688,2977,-290,13.1484,50.0228,229.016,2993,-289,13.1328,50.0246,228.062,2984,-319
2023/5/17 8:30,748.188,5775,8.60938,50.0021,224.156,1916,-328,8.65625,50.0045,226.703,1941,-312,8.5625,50.002,226.281,1918,-334
2023/5/17 8:35,747.688,6032,8.97656,50.0231,226.078,1995,-316,8.99219,50.0231,229.078,2016,-312,9.03906,50.0212,227.016,2021,-344
2023/5/17 8:40,747.625,7255,10.6953,50.0212,223.688,2387,-292,10.8359,50.0218,226.609,2442,-280,10.7891,50.0192,225.453,2426,-320
2023/5/17 8:45,747.625,5161,7.77344,49.9995,225.188,1721,-344,7.67188,50.0001,227.031,1713,-315,7.75,50.0001,226.734,1727,-344
2023/5/17 8:50,747.688,3660,5.50781,50.0105,225.219,1194,-323,5.58594,50.0112,228.672,1225,-302,5.67188,50.0112,227.281,1241,-332
2023/5/17 8:55,747.75,1938,3.10938,49.9653,223.562,637,-284,3.10938,49.9645,226.344,660,-244,3.08594,49.964,225.578,641,-273
2023/5/17 9:00,747.688,1430,2.375,49.9796,222.156,456,-269,2.45312,49.9804,225.266,498,-237,2.42188,49.9782,225.203,476,-266
2023/5/17 9:05,748.25,2780,4.26562,50.0301,223.875,917,-270,4.25781,50.029,227.391,932,-241,4.27344,50.0313,226.188,931,-257
2023/5/17 9:10,747.688,2042,3.25,49.9649,222.078,671,-279,3.25,49.9659,225.672,690,-243,3.23438,49.9642,224.906,681,-262
2023/5/17 9:15,747.938,3609,5.5,50.0136,221.906,1192,-303,5.47656,50.0138,225.969,1203,-275,5.53906,50.0134,224.953,1214,-306
2023/5/17 9:20,747.562,6129,9.21094,49.9921,222.047,2032,-338,9.20312,49.9925,226.125,2050,-314,9.20312,49.9926,225.562,2047,-356
2023/5/17 9:25,747.25,7997,11.8672,49.9589,222.562,2645,-262,11.9219,49.9592,225.953,2674,-253,11.9297,49.9587,225.047,2678,-283
2023/5/17 9:30,747.062,7702,11.4688,50.0283,221.656,2557,-286,11.4609,50.029,225.25,2573,-259,11.4375,50.0269,225.688,2572,-287
2023/5/17 9:35,747,7266,10.8906,49.9901,221.797,2416,-326,10.75,49.9901,225.234,2409,-269,10.8906,49.9889,224.641,2441,-305
2023/5/17 9:40,747.188,3814,5.82812,49.9698,221.812,1260,-323,5.82812,49.9696,224.312,1274,-304,5.85156,49.9673,224.188,1280,-317
2023/5/17 9:45,747.688,6690,10.0938,49.973,222.797,2234,-348,9.96875,49.9724,225.531,2227,-320,9.97656,49.9738,225.391,2229,-339
2023/5/17 9:50,747.438,4389,6.71875,49.9604,223.172,1462,-326,6.66406,49.9608,226.172,1466,-307,6.65625,49.963,225.156,1461,-330
2023/5/17 9:55,747.625,5986,9.04688,49.9885,222.734,1994,-328,9.00781,49.9891,225.703,2000,-311,8.96094,49.9888,224.797,1992,-335
2023/5/17 10:00,748.188,4801,7.35938,50.0249,222.234,1604,-341,7.30469,50.0241,225.828,1612,-311,7.1875,50.0247,224.703,1585,-325
2023/5/17 10:05,747.625,4006,6.14844,50.0008,222.234,1327,-339,6.16406,50.0015,225.453,1348,-317,6.09375,50.0017,225.469,1331,-328
2023/5/17 10:10,747.688,2408,3.75781,49.9735,222.391,789,-269,3.79688,49.9706,226.25,816,-241,3.77344,49.9748,225.172,803,-268
2023/5/17 10:15,747.688,2342,3.625,50.0142,222.328,759,-279,3.6875,50.0164,225.516,793,-244,3.72656,50.0152,224.984,790,-281
2023/5/17 10:20,748.312,2111,3.32812,49.9879,221.781,692,-267,3.35156,49.9873,224.703,715,-235,3.33594,49.9874,224.703,704,-261
2023/5/17 10:25,748.188,3035,4.5625,49.965,222.188,978,-259,4.8125,49.9653,224.734,1047,-251,4.66406,49.9659,225.031,1010,-267
2023/5/17 10:30,747.625,4736,7.1875,50.0003,223.25,1565,-311,7.25,50.0004,226.141,1593,-305,7.17188,50.0013,225.328,1578,-313
2023/5/17 10:35,747.375,1291,2.28125,49.9916,221.672,421,-279,2.29688,49.9906,225.312,445,-256,2.27344,49.9928,224.5,425,-280
2023/5/17 10:40,748.375,5279,7.90625,49.9888,221.562,1731,-327,8.01562,49.9883,224.203,1772,-302,8.02344,49.9878,224.953,1776,-320
2023/5/17 10:45,747.062,6759,10.1094,50.0323,222.969,2232,-306,10.2031,50.0329,226.516,2272,-286,10.1172,50.0339,225.5,2255,-336
2023/5/17 10:50,747.5,5099,7.71094,49.9909,220.703,1684,-333,7.75781,49.9914,224.359,1712,-310,7.71094,49.9912,223.547,1703,-325
2023/5/17 10:55,748.188,9761,14.5312,49.9913,223.75,3223,-279,14.6016,49.9897,226.469,3272,-268,14.5781,49.9918,226.062,3266,-291
2023/5/17 11:00,747,16599,24.5625,49.9865,222.609,5494,-281,24.7344,49.9851,225.234,5564,-300,24.5469,49.9874,225.625,5541,-284
2023/5/17 11:05,747.688,9452,14.125,49.9944,222.469,3145,-318,13.9922,49.9947,225.25,3135,-263,14.1016,49.9951,225.625,3172,-298
2023/5/17 11:10,747.25,7664,11.5234,49.9546,221.594,2548,-287,11.3516,49.9552,224.797,2536,-257,11.5391,49.9539,224.422,2580,-279
2023/5/17 11:15,747.562,8839,13.0547,49.9647,221.391,2895,-285,13.2812,49.9656,224.719,2976,-244,13.2578,49.9645,223.844,2968,-278
2023/5/17 11:20,747.438,7532,11.2891,50.0273,223.156,2505,-309,11.2266,50.0262,226.094,2514,-266,11.2422,50.0272,224.812,2513,-318
2023/5/17 11:25,747.625,5619,8.4375,50.0299,221.578,1852,-322,8.49219,50.0304,224.547,1882,-299,8.50781,50.0287,224.578,1885,-319
2023/5/17 11:30,747.625,5986,8.96875,49.9655,221.781,1965,-332,9.04688,49.9641,225.438,2008,-291,9.08594,49.9663,224.828,2013,-323
2023/5/17 11:35,747.25,3291,5.03906,49.9623,219.406,1077,-292,5.17188,49.9625,223.375,1119,-281,5.08594,49.9621,223.016,1095,-309
2023/5/17 11:40,748.188,2557,3.98438,50.0324,221.094,842,-279,3.96875,50.0315,224.828,856,-239,4.02344,50.0315,224.281,859,-281
2023/5/17 11:45,747.625,2177,3.44531,50.016,221.016,719,-259,3.46094,50.0151,224.719,739,-232,3.39062,50.0182,224,719,-248
2023/5/17 11:50,747.25,1064,1.9375,50.0364,222.469,329,-274,2.02344,50.0353,226.109,380,-244,2.02344,50.0373,224.516,355,-280
2023/5/17 11:55,747.375,2421,3.75,50.0304,221.578,790,-261,3.78906,50.0305,224.547,814,-230,3.8125,50.0318,224.422,817,-247
2023/5/17 12:00,748.125,2102,3.32031,49.9778,221.438,689,-266,3.38281,49.9773,224.969,719,-242,3.3125,49.9781,224.047,694,-269
2023/5/17 12:05,747.75,926,1.79688,50.0185,221.141,274,-287,1.85156,50.0185,224.844,330,-250,1.89844,50.0192,224.203,322,-277
2023/5/17 12:10,747.938,1537,2.58594,49.9797,220.719,492,-296,2.70312,49.9802,225.047,548,-260,2.58594,49.9807,224.453,497,-302
2023/5/17 12:15,748.25,2002,3.21094,49.9664,223.297,660,-272,3.20312,49.9657,226.203,677,-235,3.1875,49.9678,225.031,665,-262
2023/5/17 12:20,748.312,1907,3.0625,49.9504,221.234,621,-281,3.09375,49.951,225.078,647,-248,3.10938,49.9509,224.828,639,-283
2023/5/17 12:25,747.625,1384,2.38281,49.9559,219.938,452,-274,2.39062,49.9572,223.75,473,-246,2.40625,49.9564,224.281,459,-281
2023/5/17 12:30,748.125,2336,3.70312,49.9607,221.594,774,-284,3.71875,49.9605,224.984,796,-248,3.60156,49.9594,224.328,766,-259
2023/5/17 12:35,748.25,3462,5.33594,49.9608,219.859,1145,-288,5.3125,49.9598,223.875,1161,-255,5.32031,49.9588,223.406,1156,-294
2023/5/17 12:40,747.375,9123,13.5625,49.9778,223.75,3026,-271,13.5625,49.9779,226.516,3051,-220,13.5234,49.9757,225.875,3046,-281
2023/5/17 12:45,747.625,12887,19.1016,49.9936,224.844,4261,-291,19.1484,49.9921,228.141,4318,-228,19.1328,49.9944,226.578,4308,-280
2023/5/17 12:50,747.5,7256,10.8203,50.0332,223.922,2396,-276,10.8672,50.033,227.5,2432,-260,10.8828,50.033,225.281,2428,-304
2023/5/17 12:55,747.5,6533,9.67188,50.0245,221.797,2138,-307,9.85938,50.0259,224.078,2202,-273,9.82812,50.0245,224.719,2193,-288
2023/5/17 13:00,747.562,11994,17.8125,49.9917,223.391,3984,-281,17.7734,49.9925,226.109,4003,-252,17.7812,49.9909,225.141,4007,-254
2023/5/17 13:05,747.25,16963,24.9766,49.9701,225.297,5623,-261,24.9844,49.9703,228.438,5666,-261,25,49.971,226.844,5674,-281
2023/5/17 13:10,747.188,8364,12.4609,49.9626,221.641,2771,-289,12.4922,49.962,224.359,2803,-260,12.4375,49.9609,224.484,2790,-315
2023/5/17 13:15,747.438,3897,5.95312,49.9768,222.359,1281,-330,6.00781,49.9773,225.906,1311,-308,5.98438,49.9786,224.625,1305,-329
2023/5/17 13:20,747.75,5653,8.58594,50.0312,222.141,1888,-325,8.42188,50.0308,225.297,1868,-304,8.53906,50.0302,224.641,1897,-320
2023/5/17 13:25,747.562,42822,62.2422,50.0102,228.891,14293,-485,61.6641,50.0112,230.188,14231,-384,61.9453,50.0101,229.719,14298,-460
2023/5/17 13:30,746.875,40633,59.0312,49.9623,229.016,13501,-419,59.1328,49.9635,230.281,13576,-378,58.9531,49.9631,229.781,13556,-408
2023/5/17 13:35,748.375,21088,31.1406,50.0265,224.844,6987,-430,31.2109,50.027,226.906,7051,-397,31.1875,50.0247,226.328,7050,-431
2023/5/17 13:40,746.938,17877,26.4531,50.002,223.297,5945,-311,26.3203,50.0024,226.641,5958,-271,26.3359,50.0009,225.953,5974,-288
2023/5/17 13:45,747.438,43668,63.3828,50.0068,227.688,14510,-468,63.4922,50.008,228.922,14575,-411,63.4297,50.0076,229.297,14583,-439
2023/5/17 13:50,748,10579,15.8047,50.0358,222.531,3523,-303,15.6562,50.0356,225.609,3520,-252,15.6953,50.0347,224.812,3536,-267
2023/5/17 13:55,746.812,4993,7.58594,50.0092,222.625,1651,-336,7.58594,50.0083,225.609,1672,-301,7.57031,50.0109,224.5,1670,-312
2023/5/17 14:00,746.875,4132,6.39844,49.9637,221.062,1378,-350,6.26562,49.9642,224.562,1375,-288,6.29688,49.9651,223.812,1379,-325
2023/5/17 14:05,747.5,3090,4.75781,50.0252,221.734,1014,-271,4.78125,50.0252,224.406,1034,-254,4.84375,50.0257,223.938,1042,-287
2023/5/17 14:10,747.562,8215,12.3906,49.9653,221.406,2737,-306,12.3125,49.966,224.297,2741,-264,12.2891,49.9661,224.359,2737,-322
2023/5/17 14:15,747.438,16462,24.375,49.9647,223.266,5453,-315,24.3672,49.9653,225.656,5497,-233,24.4219,49.9642,224.953,5512,-296
2023/5/17 14:20,747.188,17592,26.0703,49.99,222.391,5828,-288,26.0703,49.9905,224.969,5866,-290,26.1484,49.9892,225.141,5898,-268
2023/5/17 14:25,747.562,3833,5.94531,49.9848,220.203,1277,-337,5.82812,49.9849,223.922,1267,-295,5.90625,49.9849,223.281,1289,-310
2023/5/17 14:30,747.125,2691,4.19531,50.0322,220.062,892,-262,4.25781,50.0318,223.062,919,-240,4.09375,50.0323,223,880,-250
2023/5/17 14:35,747.625,8331,12.4609,50.0008,221.469,2758,-297,12.5781,50.0026,224.766,2808,-250,12.375,50.0022,223.656,2765,-298
2023/5/17 14:40,747.5,12368,18.4062,50.0326,223.141,4101,-301,18.3828,50.0336,225.672,4130,-274,18.3906,50.0318,224.766,4137,-316
2023/5/17 14:45,747.688,7375,11.0781,49.9748,222.281,2441,-301,11.0234,49.9754,225.375,2452,-271,11.1484,49.9778,224.656,2482,-291
2023/5/17 14:50,746.875,16916,25,49.9895,222.359,5579,-264,25.25,49.9909,225.172,5679,-210,25.125,49.9874,225.5,5658,-283
2023/5/17 14:55,747.375,8881,13.2812,50.03,222.016,2949,-298,13.1875,50.03,224.766,2954,-243,13.2734,50.0307,224.562,2978,-289
2023/5/17 15:00,747.375,4963,7.54688,49.972,220.812,1645,-336,7.54688,49.9722,223.938,1663,-301,7.50781,49.9709,223.5,1655,-315
2023/5/17 15:05,747.5,4610,7.07812,49.9914,221.453,1533,-319,7.02344,49.9914,224.016,1539,-289,7.02344,49.9915,224.453,1538,-319
2023/5/17 15:10,747.562,6108,9.32812,49.9778,221.344,2043,-345,9.17969,49.9767,224.312,2030,-324,9.20312,49.9744,223.438,2035,-343
2023/5/17 15:15,747.562,5146,7.90625,49.959,221.672,1725,-322,7.75,49.9587,225.141,1704,-304,7.79688,49.9577,224.109,1717,-322
2023/5/17 15:20,747.312,18077,26.7344,49.9582,224.172,5966,-291,26.9375,49.9562,226.828,6062,-250,26.8203,49.9594,226.219,6049,-293
2023/5/17 15:25,747.438,15901,23.5391,49.9633,221.984,5257,-310,23.6484,49.9634,224.656,5313,-230,23.625,49.9604,224.766,5331,-273
2023/5/17 15:30,747.375,13559,20.0391,50.0198,224.875,4506,-302,19.9531,50.0206,227.016,4516,-270,20.0078,50.021,226.422,4537,-330
2023/5/17 15:35,747.375,13406,19.8281,50.0085,223.281,4456,-301,19.8203,50.0083,226.219,4478,-285,19.7344,50.0082,226.031,4472,-300
2023/5/17 15:40,747.75,11151,16.4531,50.0179,224.578,3676,-284,16.5703,50.0172,227.531,3726,-273,16.625,50.0189,226.547,3749,-289
2023/5/17 15:45,747.312,17201,25.3203,49.9797,224.781,5713,-304,25.2891,49.9779,226.719,5734,-263,25.3125,49.9779,226.703,5754,-284
2023/5/17 15:50,747.562,15438,22.7812,49.9574,222.297,5100,-288,23,49.9574,224.938,5187,-271,22.7891,49.9559,225.344,5151,-304
2023/5/17 15:55,747.875,7415,11.0703,49.9803,222.766,2450,-306,11.0703,49.9801,225.625,2472,-259,11.1406,49.9807,225.781,2493,-315
2023/5/17 16:00,747.438,11578,17.1719,49.9594,221.938,3832,-278,17.2422,49.9606,225.234,3875,-251,17.1797,49.9587,225.062,3871,-264
2023/5/17 16:05,747.438,17071,25.2266,49.9585,225.469,5667,-302,25.1875,49.9585,228.094,5700,-262,25.1484,49.9601,227.125,5704,-304
2023/5/17 16:10,748.188,20656,30.4609,49.9571,226.172,6853,-311,30.3984,49.9559,228.5,6894,-314,30.4531,49.9567,228.109,6909,-308
2023/5/17 16:15,747.5,22478,33.1406,49.9707,226.297,7471,-349,33.0938,49.9723,228.953,7502,-323,33,49.9741,227.766,7505,-300
2023/5/17 16:20,747.5,22769,33.3594,49.9655,225.156,7543,-330,33.4062,49.9648,227.672,7595,-269,33.4531,49.9643,227.5,7631,-307
2023/5/17 16:25,748.125,7509,11.25,49.9622,222.094,2496,-316,11.1719,49.9623,225.594,2494,-282,11.2344,49.962,224.953,2519,-284
2023/5/17 16:30,747.625,4391,6.70312,49.9705,221.188,1453,-325,6.74219,49.9704,224.562,1481,-298,6.63281,49.971,224.719,1457,-316
2023/5/17 16:35,747.062,5446,8.21094,49.9622,220.781,1799,-334,8.24219,49.9611,224.562,1827,-303,8.20312,49.9611,224.188,1820,-324
2023/5/17 16:40,747.062,10586,15.7109,49.9607,222.578,3507,-303,15.75,49.9616,225.453,3542,-238,15.6953,49.96,224.859,3537,-266
2023/5/17 16:45,747.438,12779,18.8984,49.9967,224.172,4228,-298,18.9844,49.9962,226.906,4287,-263,18.8828,49.9951,226.25,4264,-306
2023/5/17 16:50,747.312,10196,15.1328,49.9686,222.984,3376,-286,15.1562,49.9684,226.016,3413,-287,15.125,49.9683,225.75,3407,-320
2023/5/17 16:55,747.562,10671,15.8203,50.0336,222.141,3526,-303,15.9219,50.0336,224.859,3577,-280,15.8594,50.0323,224.891,3568,-280
2023/5/17 17:00,746.812,9961,14.7266,49.9628,224.406,3284,-291,14.8125,49.9614,226.641,3331,-230,14.8594,49.9633,226.656,3346,-282
2023/5/17 17:05,747.062,8426,12.5234,49.9786,223.344,2799,-297,12.4922,49.9797,226.656,2810,-278,12.4844,49.9792,225.625,2817,-294
2023/5/17 17:10,747.125,8720,12.9844,49.9937,223.344,2899,-297,12.8828,49.9931,226.781,2904,-255,12.9375,49.9945,225.594,2917,-306
2023/5/17 17:15,747.562,6510,9.75781,49.9578,222.188,2161,-332,9.75,49.9579,226.25,2181,-293,9.65625,49.9565,225.766,2168,-319
2023/5/17 17:20,747.062,4784,7.26562,49.9872,222.656,1592,-319,7.24219,49.9873,226.516,1605,-295,7.16406,49.9879,224.984,1587,-308
2023/5/17 17:25,747.25,6075,9.10156,49.9729,222.109,2011,-330,9.11719,49.9727,225,2033,-297,9.10156,49.9726,224.766,2031,-327
2023/5/17 17:30,747.688,5696,8.5625,49.9938,222.672,1891,-332,8.57031,49.9943,225.531,1907,-305,8.52344,49.9933,225.109,1898,-331
2023/5/17 17:35,747.688,4852,7.32031,50.04,224.219,1610,-339,7.39844,50.0395,227.141,1614,-299,7.32812,50.041,226.469,1628,-327
2023/5/17 17:40,747.5,5130,7.67188,50.0228,223.781,1689,-330,7.71875,50.0219,226.422,1719,-283,7.73438,50.0232,226.422,1722,-316
2023/5/17 17:45,747.75,5125,7.67969,49.9911,223.672,1694,-328,7.6875,49.991,226.984,1710,-296,7.73438,49.9916,225.359,1721,-309
2023/5/17 17:50,747.625,4194,6.38281,49.9668,223.547,1390,-333,6.32031,49.9669,226.5,1394,-292,6.39844,49.9669,225.562,1410,-322
2023/5/17 17:55,747.812,3253,5.00781,50.0136,222.562,1078,-296,5.03125,50.0136,225.062,1096,-270,4.96875,50.0146,225.688,1079,-292
2023/5/18 6:00,747.875,222,1.16406,50.036,223.266,0,-254,1.3125,50.0363,224.422,172,-238,1.30469,50.0344,224.969,50,-289
2023/5/18 6:05,747.812,301,1.15625,50.0281,224.812,77,-246,1.14062,50.0285,226.188,112,-229,1.1875,50.0281,225.531,112,-241
2023/5/18 6:10,747,600,1.32812,50.0226,227.766,176,-243,1.35938,50.0222,229.203,209,-228,1.42188,50.0231,228.375,215,-240
2023/5/18 6:15,746.875,920,1.70312,49.9849,225.984,301,-241,1.69531,49.9843,227.516,313,-224,1.69531,49.9842,228.062,306,-232
2023/5/18 6:20,747.062,1391,2.25781,49.9922,227.234,455,-237,2.25781,49.9929,228.594,466,-223,2.28906,49.9929,227.75,470,-226
2023/5/18 6:25,747.75,2003,3.0625,49.9743,229.031,662,-211,3.07031,49.9735,230.641,670,-202,3.08594,49.9758,229.219,671,-209
2023/5/18 6:30,747.5,2410,3.65625,50.0045,227.5,799,-234,3.64844,50.004,228.734,808,-205,3.63281,50.0041,228.906,803,-212
2023/5/18 6:35,747.75,2879,4.39844,50.027,228.312,971,-229,4.30469,50.0273,229.5,960,-206,4.27344,50.0276,228.344,948,-222
2023/5/18 6:40,747.75,3419,5.09375,49.9836,227.234,1125,-247,5.16406,49.9823,228.266,1150,-235,5.16406,49.9824,227.359,1144,-258
2023/5/18 6:45,747.5,3587,5.35938,50.0277,227.562,1194,-260,5.35938,50.0282,228.562,1198,-269,5.35938,50.0275,227.953,1195,-264
2023/5/18 6:50,747.625,4708,7,49.9929,226.75,1568,-285,6.97656,49.9929,228.375,1572,-269,6.96094,49.993,228.234,1568,-279
2023/5/18 6:55,747.625,5820,8.5,49.9891,226.406,1910,-275,8.64844,49.9913,228,1957,-265,8.67969,49.989,226.828,1953,-300
2023/5/18 7:00,747.438,6497,9.60938,50.0076,228.203,2177,-307,9.41406,50.0068,229.266,2141,-291,9.59375,50.0099,229.125,2179,-303
2023/5/18 7:05,747.125,6607,9.71875,50.0111,228.422,2195,-295,9.6875,50.0081,229.25,2196,-310,9.78906,50.0103,228.297,2216,-303
2023/5/18 7:10,747.25,6801,9.95312,50.0287,228.297,2234,-291,10.1562,50.0299,229.594,2295,-280,10.0938,50.0309,228.109,2272,-302
2023/5/18 7:15,747.125,7228,10.625,50.0148,228.75,2404,-266,10.5781,50.0149,229.984,2410,-248,10.6328,50.0173,229.219,2414,-266
2023/5/18 7:20,747.75,7450,10.9219,50.0384,226.359,2473,-270,10.9297,50.0386,227.812,2486,-254,10.9688,50.0371,228.094,2491,-292
2023/5/18 7:25,747.25,7849,11.5703,49.9695,226.125,2618,-240,11.5781,49.9708,227.156,2630,-217,11.4688,49.97,226.531,2601,-269
2023/5/18 7:30,747.812,11354,16.6016,49.9715,227.141,3769,-260,16.5625,49.9719,228.344,3779,-274,16.7031,49.9715,228.062,3806,-246
2023/5/18 7:35,747.25,12146,17.8984,49.9745,225.703,4064,-252,17.7266,49.9755,227.688,4039,-254,17.7422,49.9756,226.953,4043,-253
2023/5/18 7:40,747.25,14357,21.0234,49.9786,227.344,4764,-258,20.9922,49.9775,229.141,4784,-240,21.0938,49.9804,227.906,4809,-260
2023/5/18 7:45,747.75,15155,22.0781,49.9816,229.516,5031,-286,22.1797,49.9818,230.703,5078,-249,22.0391,49.9818,230.188,5046,-280
2023/5/18 7:50,747.625,14874,21.6797,49.9756,227.078,4937,-284,21.7422,49.9763,228.625,4980,-264,21.6875,49.9746,228.219,4957,-285
2023/5/18 7:55,747.562,18110,26.2031,50.0217,227.969,6001,-313,26.2891,50.0229,229.438,6052,-250,26.3359,50.0211,229.328,6057,-295
2023/5/18 8:00,884.125,0,0,49.9647,197.812,0,0,0,49.9645,206.969,0,0,0,49.9634,195.609,0,0
2023/5/18 8:05,883.875,0,0,49.9586,197.562,0,0,0,49.9577,206.109,0,0,0,49.9587,195.844,0,0
2023/5/18 8:10,883.875,0,0,50.0326,198.125,0,0,0,50.0318,207.078,0,0,0,50.0319,196.562,0,0
2023/5/18 8:15,883.25,0,0,49.9542,197.812,0,0,0,49.9545,206.5,0,0,0,49.9548,195.734,0,0
2023/5/18 8:20,882.875,0,0,49.9598,197.312,0,0,0,49.9601,206.609,0,0,0,49.9622,194.594,0,0
2023/5/18 8:25,883.75,0,0,49.9658,197.578,0,0,0,49.9652,206.672,0,0,0,49.9645,196.031,0,0
2023/5/18 8:30,883.125,0,4,49.9855,197.844,0,0,4.17969,49.9855,206.469,0,0,3.51562,49.9855,196.359,0,0
2023/5/18 8:35,883.25,0,0,49.9625,196.891,0,0,0,49.9631,205.828,0,0,0,49.9629,195.312,0,0
2023/5/18 8:40,883.125,0,0,49.9916,196.047,0,0,0,49.9919,205,0,0,0,49.9917,194.719,0,0
2023/5/18 8:45,874.125,0,0,49.9873,196.359,0,0,0,49.9869,205.344,0,0,0,49.9865,194.453,0,0
2023/5/18 8:50,874.312,0,0,50.0123,196.125,0,0,0,50.012,205.125,0,0,0,50.0119,194.109,0,0
2023/5/18 8:55,875.188,0,0.242188,50.0326,196.672,0,0,0.242188,50.033,205,0,0,0.15625,50.0316,195.812,0,0
2023/5/18 9:00,874.875,0,0,49.9683,195.766,0,0,0,49.9686,204.406,0,0,0,49.9674,194.359,0,0
2023/5/18 9:05,875,0,0,50.0008,195.328,0,0,0,50.0004,204.375,0,0,0,50.0007,193.906,0,0
2023/5/18 9:10,874.312,0,0,49.9774,195.016,0,0,0,49.9783,204.344,0,0,0,49.9777,193.516,0,0
